Recipe Name,Recipe Photo,Prepare Time,Cook Time,Total Time,RecipeID,Servings
Carrot Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/210421.jpg,NULL,NULL,NULL,7297,12
Pineapple Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/222500.jpg,NULL,NULL,NULL,7299,18
Botercake (Butter Cake) Recipe ,https://images.media-allrecipes.com/userphotos/250x250/15824.jpg,NULL,NULL,NULL,7300,15
Marron Layer Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7301,24
Butter Pound Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/710166.jpg,30,90,120,7303,14
Eclair Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/794467.jpg,25,NULL,265,7304,14
Banana Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/973855.jpg,NULL,NULL,NULL,7305,12
Surprise Banana Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/33577.jpg,30,30,60,7306,24
Mini Cheesecakes I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4560235.jpg,30,15,45,7307,48
Apricot Sponge Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/826622.jpg,NULL,NULL,NULL,7308,14
Praline Chocolate Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7309,14
Burnt Sugar Cake I Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7310,36
'Mom''s Fruitcake Recipe ',https://images.media-allrecipes.com/images/79591.png,30,120,240,7311,30
Chocolate Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/246403.jpg,NULL,NULL,NULL,7312,24
Brown Sugar Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7313,12
Favorite Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/652519.jpg,20,40,60,7314,12
Orange Sponge Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3938591.jpg,NULL,NULL,NULL,7315,12
Philadelphia Red Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/22285.jpg,NULL,NULL,NULL,7316,10
Great Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/41763.jpg,NULL,NULL,NULL,7317,12
Double Chocolate Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/6475.jpg,NULL,NULL,NULL,7319,24
Coconut Pound Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1990420.jpg,20,61,85,7320,14
Favorite Old Fashioned Gingerbread Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4558051.jpg,25,60,105,7322,9
Glorious Sponge Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/621924.jpg,NULL,NULL,NULL,7323,14
Sour Cream Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/239023.jpg,NULL,NULL,NULL,7325,18
Cream Cheese Pound Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1449318.jpg,NULL,NULL,NULL,7326,14
Earthquake Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/472246.jpg,NULL,NULL,NULL,7327,24
Worm Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4562775.jpg,NULL,NULL,NULL,7328,24
'Karen A''s Chocolate Dump Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/2196779.jpg,NULL,NULL,NULL,7329,24
Buttercream Cake Frosting Recipe ,https://images.media-allrecipes.com/userphotos/560x315/28112.jpg,NULL,NULL,NULL,7331,15
Green Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/649764.jpg,10,30,40,7332,24
Strawberry Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/63891.jpg,NULL,NULL,NULL,7333,24
Ricotta Cheese Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/415833.jpg,20,50,70,7334,24
Fruit Cocktail Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2346625.jpg,30,40,90,7335,12
Pistachio Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2668233.jpg,30,60,90,7336,14
Passover Brownie Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/628605.jpg,NULL,NULL,NULL,7337,18
Pineapple Pudding Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,30,30,90,7338,12
Banana Nut Coconut Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/23590.jpg,25,50,165,7340,12
Cinnamon Teacake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/101521.jpg,NULL,NULL,NULL,7341,8
Easy Raisin Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1322220.jpg,NULL,NULL,NULL,7342,24
Banana Nut Frosting Recipe ,https://images.media-allrecipes.com/userphotos/250x250/496268.jpg,20,NULL,20,7344,12
Gingerbread I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/622099.jpg,NULL,NULL,NULL,7345,12
Coconut Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/13187.jpg,30,30,4380,7346,12
Fresh Pineapple Upside Down Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3870900.jpg,30,30,70,7347,12
Creamy White Layers Recipe ,https://images.media-allrecipes.com/userphotos/250x250/3718.jpg,NULL,NULL,NULL,7348,24
'Devil''s Food Cake I Recipe ',https://images.media-allrecipes.com/userphotos/560x315/2722537.jpg,NULL,NULL,NULL,7349,24
Chocolate Fudge Buttercream Frosting Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5042000.jpg,NULL,NULL,NULL,7350,16
'Auntie''s Buttermilk Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/3106451.jpg,NULL,NULL,NULL,7351,14
Our Favorite Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/16406.jpg,NULL,NULL,NULL,7352,14
Norwegian Hazelnut Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/186888.jpg,NULL,NULL,NULL,7354,16
Cranberry Swirl Coffeecake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7355,14
Fabulous Oatmeal,https://images.media-allrecipes.com/userphotos/560x315/3067699.jpg,NULL,NULL,NULL,7359,24
Cream Cheese Frosting I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/602452.jpg,NULL,NULL,NULL,7361,8
Chocolate Spice Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/595780.jpg,NULL,NULL,NULL,7362,10
Old,https://images.media-allrecipes.com/userphotos/560x315/1090147.jpg,30,30,60,7363,12
Easy Rum Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/101875.jpg,NULL,NULL,NULL,7364,12
'Aunt Maria''s Pudding Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/2373718.jpg,NULL,NULL,NULL,7366,12
Lemonade Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/677496.jpg,30,30,300,7367,12
Lemon Pound Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/596187.jpg,NULL,NULL,NULL,7368,12
Rum Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/36248.jpg,NULL,NULL,NULL,7369,12
Crumb Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5798042.jpg,20,50,70,7370,24
Lemonade Frosting Recipe ,https://images.media-allrecipes.com/userphotos/560x315/783725.jpg,NULL,NULL,NULL,7371,16
'Grandma''s Fudge Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/31985.jpg,NULL,NULL,NULL,7372,12
'Donna''s Sherry Wine Cake Recipe ',https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7373,12
Fudge Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/19566.jpg,NULL,NULL,NULL,7374,18
Black Russian Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/2618.jpg,20,40,60,7375,12
Pound Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/277772.jpg,30,60,90,7376,12
Prune Mocha Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7377,12
Sunshine Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/24554.jpg,NULL,NULL,NULL,7378,14
Treasure Chest Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/486840.jpg,NULL,NULL,NULL,7379,12
Maraschino Cherry Pound Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2776647.jpg,NULL,NULL,NULL,7381,14
Ice Box Cake I Recipe ,https://images.media-allrecipes.com/images/79591.png,20,10,510,7382,18
'Holly''s Black Forest Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/5710977.jpg,NULL,NULL,NULL,7383,12
Chocolate Cappuccino Cheesecake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1955460.jpg,30,60,240,7384,12
Pineapple Sponge Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/709976.jpg,NULL,NULL,NULL,7387,14
Egg,https://images.media-allrecipes.com/userphotos/560x315/1091420.jpg,NULL,NULL,NULL,7388,14
Chocolate Chip Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4558677.jpg,NULL,NULL,NULL,7389,12
Butterscotch Filling Recipe ,https://images.media-allrecipes.com/images/79591.png,10,20,30,7390,12
Crazy Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/6645.jpg,NULL,NULL,NULL,7394,18
Carrot Cake III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1053595.jpg,30,60,120,7402,18
Pumpkin Sheet Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/728459.jpg,30,30,120,7404,20
'Tres Leches ''Three Milks'' Recipe ',https://images.media-allrecipes.com/userphotos/560x315/4528174.jpg,NULL,NULL,NULL,7405,10
Cinnamon Coffee Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2179402.jpg,NULL,NULL,NULL,7407,14
Marble Crumb Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1643520.jpg,NULL,NULL,NULL,7408,24
Strawberry Torte Recipe ,https://images.media-allrecipes.com/userphotos/560x315/640860.jpg,NULL,NULL,NULL,7409,12
Wedding Cake Frosting Recipe ,https://images.media-allrecipes.com/userphotos/250x250/185860.jpg,NULL,NULL,NULL,7410,20
Peach Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5095639.jpg,20,50,70,7411,10
Pineapple Upside,https://images.media-allrecipes.com/userphotos/250x250/676067.jpg,NULL,NULL,NULL,7412,24
Turtles® Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/495423.jpg,NULL,NULL,NULL,7413,24
Kitty Litter Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/197010.jpg,NULL,NULL,NULL,7415,20
Chocolate Mayo Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/94867.jpg,NULL,NULL,NULL,7416,24
Dump Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/133605.jpg,NULL,NULL,NULL,7417,24
Turtles® Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3902542.jpg,NULL,NULL,NULL,7418,24
Sugar Free Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/47179.jpg,NULL,NULL,NULL,7419,12
Dump Cake III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/14454.jpg,NULL,NULL,NULL,7420,24
Better Than Sex Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/42898.jpg,NULL,NULL,NULL,7421,24
Mayonnaise Cake  I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/115939.jpg,NULL,NULL,NULL,7423,24
Lemon Poppy Seed Loaf Recipe ,https://images.media-allrecipes.com/userphotos/250x250/72596.jpg,NULL,NULL,NULL,7424,24
Red Velvet Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/821124.jpg,15,35,55,7425,12
Pina Colada Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/6161703.jpg,NULL,NULL,NULL,7426,14
Pina Colada Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/57344.jpg,NULL,NULL,NULL,7427,18
Caramel Pound Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/680763.jpg,30,90,120,7429,14
'Donna''s Famous Cheesecake Recipe ',https://images.media-allrecipes.com/userphotos/250x250/562213.jpg,NULL,NULL,NULL,7435,24
Dried Cherry Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/43434.jpg,NULL,NULL,NULL,7436,12
Chocolate Peanut Butter Wacky Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/210432.jpg,NULL,NULL,NULL,7438,18
Swiss Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/218382.jpg,NULL,NULL,NULL,7439,12
Key Lime Cheesecake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2115555.jpg,NULL,NULL,NULL,7441,12
Mayonnaise Cake  II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1059728.jpg,NULL,NULL,NULL,7442,12
'Rick''s Special Buttercream Frosting Recipe ',https://images.media-allrecipes.com/userphotos/560x315/701754.jpg,30,NULL,30,7443,12
Sour Cream Coffee Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/388831.jpg,NULL,NULL,NULL,7445,12
Peach Upside Down Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1023827.jpg,NULL,NULL,NULL,7447,10
Chocolate Sauerkraut Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/970125.jpg,NULL,NULL,NULL,7448,12
Fluffy Creamy Frosting Recipe ,https://images.media-allrecipes.com/userphotos/250x250/813882.jpg,NULL,NULL,NULL,7449,12
Texas Tornado Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7450,18
Caramel Nougat Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,30,60,90,7451,12
Caramel Nougat Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/633259.jpg,NULL,NULL,NULL,7452,20
Chocolate Caramel Nut Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/17988.jpg,NULL,NULL,NULL,7453,24
Caramel Nougat Cake III Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7454,12
Chocolate Caramel Nut Cake II Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7455,24
'Peter''s Cheesecake Recipe ',https://images.media-allrecipes.com/userphotos/250x250/666803.jpg,NULL,NULL,NULL,7456,12
Sauerkraut Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7457,24
Gooey Butter Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1073735.jpg,15,45,60,7459,24
'Mary Oppenhiemer''s Butter Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/966420.jpg,NULL,NULL,NULL,7461,12
Flourless Chocolate Roll Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7462,8
Dump Cake IV Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4080366.jpg,NULL,NULL,NULL,7465,12
Deep Chocolate Raspberry Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3578761.jpg,40,45,145,7466,12
Lady Baltimore Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4264692.jpg,30,60,90,7471,12
Orange Chiffon Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/804680.jpg,NULL,NULL,NULL,7473,14
Crazy Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/69978.jpg,NULL,NULL,NULL,7475,18
'Grandma''s Chocolate Marvel Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/971067.jpg,30,60,90,7476,24
Party Frosting Recipe ,https://images.media-allrecipes.com/userphotos/250x250/193335.jpg,NULL,NULL,NULL,7477,16
Cinnamon Swirl Bundt Coffee Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/638481.jpg,30,50,80,7478,12
Kentucky Butter Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5833612.jpg,30,60,120,7479,12
Chocolate Rum Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4483731.jpg,25,60,85,7480,12
Tunnel of Fudge Cake III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/998909.jpg,NULL,NULL,NULL,7484,12
Decorator Frosting I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1128462.jpg,NULL,NULL,NULL,7486,12
Honey Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1416515.jpg,NULL,NULL,NULL,7487,24
White Cake Frosting I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3781158.jpg,NULL,NULL,NULL,7488,15
Harvey Wallbanger Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/34483.jpg,NULL,NULL,NULL,7489,12
Gooey Butter Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/153054.jpg,NULL,NULL,NULL,7492,24
Buttermilk Pound Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/225748.jpg,NULL,NULL,NULL,7493,14
Zucchini Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1358162.jpg,25,25,140,7494,12
Peanut Butter Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1058081.jpg,30,30,60,7495,12
Peanut Butter Frosting Recipe ,https://images.media-allrecipes.com/userphotos/560x315/627735.jpg,15,NULL,15,7496,16
Sachertorte Recipe ,https://images.media-allrecipes.com/userphotos/250x250/135410.jpg,NULL,NULL,NULL,7497,12
Chocolate Chip Date Nut Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4501925.jpg,30,45,90,7498,24
Zucchini Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/662704.jpg,30,45,75,7499,24
Spanish Bar Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4484247.jpg,NULL,NULL,NULL,7500,24
Coco,https://images.media-allrecipes.com/userphotos/250x250/174966.jpg,NULL,NULL,NULL,7501,14
Coco,https://images.media-allrecipes.com/userphotos/560x315/961346.jpg,NULL,NULL,NULL,7502,18
Sock it to Me Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/49249.jpg,NULL,NULL,NULL,7503,12
Sock it to Me Cake II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/253076.jpg,NULL,NULL,NULL,7504,18
Caramel Frosting I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/452276.jpg,10,5,15,7506,12
Jamaica Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2978623.jpg,NULL,NULL,NULL,7509,14
Butter Brickle Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/61448.jpg,NULL,NULL,NULL,7511,14
Graham Cracker Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3601832.jpg,30,30,60,7512,12
Pistachio Nut Cake I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/631222.jpg,NULL,NULL,NULL,7513,12
Best Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4532434.jpg,NULL,NULL,NULL,7516,18
Cherry Nut Cake II Recipe ,https://images.media-allrecipes.com/images/79591.png,NULL,NULL,NULL,7517,14
Carrot and Walnut Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/66835.jpg,NULL,NULL,NULL,7518,14
Daffodil Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2293554.jpg,15,50,65,7519,12
Poppy Seed Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5165146.jpg,NULL,NULL,NULL,7520,20
Almond Custard Filling Recipe ,https://images.media-allrecipes.com/userphotos/250x250/450894.jpg,NULL,NULL,NULL,7521,12
Rum Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3123859.jpg,NULL,NULL,NULL,7522,14
