pubchem_id,flavor_id
5283349,70
5283349,42
5283349,260
5283349,30
5283349,228
5283349,281
5283349,282
5283349,22
7799,276
7799,69
7799,153
7799,59
7799,38
7799,283
7799,39
7799,30
7799,20
7799,222
61030,284
61030,59
61030,90
61030,42
61030,43
61030,50
61030,20
61030,126
61030,22
12613,35
12613,285
12613,286
12613,30
12613,20
12613,150
12613,287
12613,22
7193,30
7193,59
7193,27
7193,22
8025,93
8025,74
8025,107
8025,288
8025,22
8025,33
8025,64
17525,35
17525,289
17525,59
17525,30
17525,20
17525,92
17525,22
13187,67
13187,18
13187,90
13187,41
13187,290
13187,43
13187,30
13187,92
13187,127
13187,22
16821,158
16821,70
16821,23
16821,39
16821,30
16821,20
16821,58
16821,173
8052,291
8052,33
8052,292
8052,22
8052,43
8052,39
8052,293
8052,211
264,55
264,100
264,294
264,19
264,101
264,39
264,102
753,54
753,30
5362583,288
5362583,20
5362583,59
5362583,22
639665,64
72277,64
3314,189
3314,30
3314,12
3314,85
3314,113
3314,195
8129,174
8129,177
8129,18
8129,295
8129,226
8129,75
8129,23
8129,30
8129,12
8129,261
8129,22
14079,269
14079,296
14079,178
14079,132
14079,23
14079,25
14079,172
7945,35
7945,36
7945,297
7945,39
7945,30
7945,20
8914,70
8914,298
8914,74
8914,69
8914,29
8914,22
8914,299
8914,300
8914,73
8914,90
8914,64
8914,42
10976,65
10976,46
10976,30
10976,29
10976,22
10976,18
10976,90
10976,9
10976,64
10976,20
10957,37
10957,30
10957,20
10957,75
643139,174
643139,35
643139,301
643139,49
643139,228
643139,20
643139,126
643139,22
17100,98
7655,158
7655,74
7655,302
7655,303
7655,29
7655,64
7655,20
7707,139
7707,304
7707,189
7707,305
7707,226
7707,90
7707,22
7707,85
7707,31
7707,192
7707,114
7707,213
7707,195
1146,175
1146,185
1146,41
1146,42
1146,101
1146,20
8842,59
8842,64
8842,66
8842,74
8842,86
8842,166
8842,29
8842,306
75515,33
75515,150
75515,20
75515,22
18698,177
18698,178
18698,258
18698,50
18698,30
61592,36
61592,49
61592,134
61592,286
61592,20
61592,307
61592,58
61386,158
61386,153
61386,283
61386,59
61386,42
61386,70
61386,61
61386,308
12813,158
12813,177
12813,119
12813,69
12813,59
12813,90
12813,42
12813,70
12813,30
12813,20
12813,170
12813,263
1491,87
1491,62
7742,177
7742,119
7742,269
7742,69
7742,309
7742,39
7742,30
7742,25
7742,160
7762,35
7762,36
7762,38
7762,39
7762,20
7762,256
7762,288
445154,64
7915,33
7915,75
7915,38
7915,30
7915,20
7848,108
7848,111
7848,30
7848,310
7848,126
8792,74
8792,158
8792,276
8792,30
8792,29
8792,64
8792,20
24115,70
24115,30
24115,50
24115,20
24115,263
14296,139
14296,72
14296,311
14296,23
14296,24
14296,11
14296,312
14296,25
7151,143
7151,18
7151,117
7460,198
7460,66
7460,183
7460,17
7460,18
7460,313
7460,12
7460,314
7460,22
529496,48
529496,20
529496,22
5282708,98
19707,55
19707,119
19707,42
19707,70
19707,30
19707,50
19707,20
19707,87
19707,211
5362622,98
8159,276
8159,90
8159,286
8159,39
8159,12
8159,61
8159,222
8159,22
26808,103
26808,77
26808,104
26808,181
26808,47
26808,315
26808,23
26808,43
26808,11
26808,51
26808,25
8432,316
8432,74
8432,90
8432,29
8432,30
8432,127
8432,22
8169,35
8169,18
8169,59
8169,29
8169,260
8169,293
8169,22
15037,48
15037,59
15037,32
15037,24
15037,20
15037,22
62484,317
62484,18
62484,165
1001,235
1001,41
9064,64
5284507,66
5284507,259
5284507,59
5284507,29
5284507,12
5284507,210
5284507,173
5284507,22
73750,34
73750,108
73750,48
73750,130
73750,21
73750,102
636687,66
636687,90
636687,22
636687,228
636687,260
8186,180
8186,318
8186,66
8186,59
8186,90
8186,29
8186,70
8186,30
8186,107
8186,71
8186,92
8186,22
26331,55
26331,51
26331,23
26331,11
26331,25
26331,210
26331,104
26331,12
26331,64
26331,319
10886,35
10886,36
10886,70
10886,320
10886,30
10886,20
10886,222
10886,22
7797,36
7797,153
7797,39
7797,293
7797,20
7797,228
7797,61
7797,288
8038,35
8038,30
8038,20
8038,150
8038,39
8038,33
8038,64
8038,38
8655,62
8655,30
8655,12
8655,160
8655,32
8175,66
8175,67
8175,68
8175,176
8175,59
8175,29
8175,30
8175,71
6998,142
6998,10
6998,163
6998,113
6998,195
16255,177
16255,36
16255,42
16255,30
16255,20
16255,92
16255,22
26334,77
26334,321
26334,8
26334,47
26334,24
7894,248
7894,322
61384,36
61384,175
61384,59
61384,38
61384,29
61384,12
61384,30
61384,85
61384,22
7800,59
7800,29
7800,30
7800,299
7800,192
7800,92
8007,322
8007,41
62465,17
62465,264
62465,189
62465,78
62465,113
62465,87
72276,64
7658,323
7658,226
7658,29
7658,23
7658,30
31283,37
31283,59
31283,30
31283,92
31283,96
31283,261
5281168,174
5281168,35
5281168,99
5281168,48
5281168,69
5281168,38
5281168,101
5281168,70
5281168,30
5281168,293
5281168,20
5281168,71
5281168,26
5281168,22
22386,180
22386,197
22386,62
22386,207
22386,22
8193,177
8193,259
8193,69
8193,59
8193,70
8193,43
8193,85
8193,92
5352905,30
5352905,113
5281,70
5281,54
5281,62
7775,158
7775,36
7775,30
7775,20
7775,150
7775,22
679,70
679,46
679,99
679,124
679,64
679,42
8180,180
8180,177
8180,59
8180,70
8180,50
8180,102
21057,324
21057,49
21057,42
21057,58
21057,113
21057,22
62453,10
62453,75
62453,325
62453,30
62453,87
31291,326
31291,327
31291,328
31291,259
31291,59
31291,70
31291,208
31291,173
31291,211
229888,59
229888,11
229888,30
229888,20
229888,22
146586,34
146586,329
146586,111
146586,129
146586,154
8051,177
8051,67
8051,18
8051,30
8051,12
8051,20
8051,113
8051,195
65064,64
88290,330
88290,34
88290,291
88290,331
88290,80
107905,64
5280343,64
16872,35
16872,171
16872,153
16872,60
16872,286
16872,30
16872,20
16872,222
16872,22
7772,49
7772,286
7772,30
7772,20
7772,150
7772,39
7772,36
7772,64
7772,38
22201,55
22201,119
22201,269
22201,319
22201,280
22201,86
22201,24
22201,11
22201,51
22201,25
22201,26
22201,172
9017,65
9017,66
9017,74
9017,29
9017,39
9017,12
9017,20
9017,150
9017,332
9017,22
520108,123
520108,77
520108,139
520108,103
520108,269
520108,25
520108,140
520108,333
19310,123
19310,108
19310,34
19310,111
19310,185
19310,334
19310,80
19310,279
61171,124
61171,111
61171,134
61171,24
61171,20
61171,80
85519,70
85519,252
5463238,33
58,251
58,119
58,335
58,30
58,50
8174,73
8174,74
8174,69
8174,59
8174,70
8174,29
8174,30
8174,299
8174,336
9256,25
9256,337
9256,80
12367,66
12367,73
12367,59
12367,260
12367,50
12367,20
12367,102
12367,22
964,63
964,108
964,135
135,25
135,87
1549018,82
1549018,284
1549018,18
1549018,29
1549018,12
1549018,266
1549018,113
1060,294
1060,63
1060,19
1060,274
61712,98
10925,338
10925,111
445639,311
445639,69
445639,59
445639,70
445639,282
445639,0
7342,122
7342,190
7342,33
7342,226
7342,30
7342,207
7342,20
7342,339
31251,74
31251,153
31251,59
31251,61
31251,20
31251,150
31251,126
569214,284
569214,150
569214,20
569214,287
569214,22
519786,36
519786,276
519786,59
519786,38
519786,20
519786,22
7222,122
7222,48
7222,28
7222,134
7222,280
7222,340
7222,24
7222,25
7222,279
65084,64
513197,64
14505,119
14505,143
14505,27
14505,47
14505,24
14505,30
14505,11
14505,51
14505,31
14505,26
14505,53
8163,73
8163,59
8163,90
8163,70
8163,29
8163,341
8163,50
8163,20
8163,96
8163,22
7302,119
7302,42
7302,70
7302,30
7302,50
7646,82
7646,284
7646,74
7646,42
7646,30
7646,20
7646,150
5054,23
5054,50
5054,342
5054,25
5054,87
9589,211
9589,30
9589,12
9589,342
9589,25
9589,140
9589,87
31253,183
31253,17
31253,27
31253,315
31253,31
31253,314
31253,113
31253,32
8918,59
8918,316
8918,92
8918,150
8918,39
8918,22
8918,299
8918,30
8918,64
8918,20
61048,181
61048,23
61048,30
61048,20
61048,31
61209,98
61664,123
61664,108
61664,171
61664,315
61664,111
61664,20
61664,343
8194,66
8194,69
8194,59
8194,29
8194,220
8194,71
8194,92
8194,22
14514,177
14514,178
14514,258
14514,23
14514,309
14514,170
14514,25
31225,344
31225,29
31225,20
31225,31
31225,85
31225,345
61743,59
61743,70
61743,20
61743,92
61743,22
5282726,98
5283335,59
5283335,22
5283335,70
5283335,346
5283335,228
5283335,260
7144,87
7144,189
7144,86
7144,264
7144,78
7144,10
7144,347
7144,188
7144,15
7144,64
7144,179
7144,17
7749,36
7749,60
7749,39
7749,30
7749,61
7749,20
7749,256
15406,211
15406,65
15406,348
15406,30
15406,349
15406,237
15406,12
15406,64
31245,33
31245,20
31245,22
240925,119
240925,17
240925,12
240925,350
240925,87
240925,351
240925,15
240925,154
5319754,98
31242,154
31242,352
31242,17
31242,93
31242,353
31242,121
31242,15
31242,87
7710,158
7710,177
7710,59
7710,42
7710,50
7710,30
7710,263
8314,63
8314,100
8314,231
8314,226
8314,354
8314,107
8314,102
6086514,158
6086514,276
6086514,74
6086514,29
6086514,30
6086514,20
6086514,22
638122,98
442428,64
10823,119
10823,66
10823,143
10823,110
10823,264
10823,48
10823,86
10823,355
10823,70
10823,29
10823,23
10823,12
10823,43
10823,20
10823,51
10823,112
10823,25
10823,80
10823,113
10823,22
14228,180
14228,35
14228,171
14228,59
14228,252
14228,20
14228,165
14228,22
62835,138
62835,119
62835,356
62835,143
62835,17
62835,72
62835,264
62835,357
62835,24
62835,272
62835,358
62835,266
62835,170
62835,359
522676,42
522676,29
522676,20
522676,276
65285,98
643820,360
643820,126
643820,66
643820,30
643820,227
643820,64
5284421,98
7921,143
7921,117
7921,18
7921,11
7921,30
7921,12
20653,311
20653,42
20653,70
20653,20
20653,102
5364399,180
5364399,315
5364399,59
5364399,39
5364399,107
5364399,20
5364399,150
5364399,22
12327,177
12327,59
12327,70
12327,92
12327,288
8073,61
8073,30
8073,22
8073,171
8073,33
8073,64
8073,20
7711,114
7711,74
7711,22
7711,18
7711,361
7711,64
263,180
263,179
263,39
263,207
263,30
263,31
263,13
263,15
61814,17
61814,179
61814,362
61814,169
61814,26
1136,123
1136,363
1136,70
8091,73
8091,48
8091,18
8091,59
8091,30
8091,71
8091,22
326,113
326,231
326,18
326,19
326,42
326,364
326,22
11508,153
11508,207
11508,11
11508,20
11508,288
11508,22
11902,143
11902,44
11902,30
11902,20
11902,46
637758,98
5364231,174
5364231,59
5364231,30
5364231,228
5364231,150
5364231,192
5364231,20
5364231,261
5364231,22
31265,36
31265,289
31265,59
31265,38
31265,39
31265,30
31265,20
31265,22
31249,158
31249,139
31249,35
31249,276
31249,62
31249,153
31249,60
31249,23
31249,39
31249,20
31249,365
31249,222
31249,366
31249,279
10885,35
10885,171
10885,36
10885,30
10885,61
10885,20
7165,211
7165,266
7165,163
7165,60
7165,169
7165,20
7165,30
7165,293
7165,219
7165,23
7165,367
7165,31
7165,226
7165,39
7165,147
7165,171
7165,365
7165,239
7165,64
7165,38
7165,173
7761,35
7761,30
7761,20
7761,22
9895,198
9895,368
9895,143
9895,18
9895,369
9895,30
9895,150
9895,299
9895,20
9895,370
9895,147
8748,315
8748,43
8748,107
8748,12
638014,261
638014,73
638014,181
638014,267
638014,371
638014,29
638014,12
638014,96
638014,239
638014,173
638014,211
83036,190
83036,197
83036,33
83036,20
83036,22
5281167,174
5281167,9
5281167,305
5281167,48
5281167,18
5281167,90
5281167,372
5281167,42
5281167,22
31284,70
31284,96
31284,59
31284,229
5364778,48
5364778,30
5364778,61
5364778,20
5364778,256
5364778,22
177,33
177,37
177,152
177,107
177,20
177,71
6654,373
6654,313
6654,147
6654,90
6654,43
6654,30
6654,12
6654,314
6654,349
6654,237
8294,66
8294,39
8294,30
8294,12
8294,374
8294,240
8294,22
14896,375
14896,230
14896,313
14896,22
14896,309
14896,12
14896,349
14896,211
22873,158
22873,48
22873,18
22873,289
22873,90
22873,372
22873,20
12810,158
12810,55
12810,177
12810,276
12810,90
12810,42
12810,50
12810,293
12810,30
12810,20
12810,21
170833,142
170833,147
170833,12
170833,15
62572,376
62572,377
62572,60
62572,150
62572,20
62572,22
11527,66
11527,269
11527,244
11527,18
11527,43
11527,12
11527,228
11527,147
11527,46
11527,113
11335,378
11335,24
11335,30
11335,15
11335,87
24020,35
24020,19
24020,30
24020,293
24020,20
24020,22
7409,379
7409,316
7409,90
7409,30
7409,114
12230,123
12230,124
12230,48
12230,134
12230,70
12230,43
12230,12
12230,25
12230,110
12230,80
12230,113
12230,66
12230,34
12230,24
12230,112
12230,22
12230,108
12230,337
12230,49
12230,41
12230,29
12230,20
1549521,98
637920,212
637920,41
637920,20
637920,87
7938,7
7938,8
7938,24
7938,11
7938,14
8858,380
8858,48
8858,75
8858,43
8858,30
8858,107
8122,59
8122,62
61400,304
61400,29
61400,20
61400,127
61400,22
8139,177
8139,69
8139,59
8139,50
8139,92
8139,46
7770,16
7770,36
7770,276
7770,175
7770,101
7770,30
7770,20
12293,36
12293,39
12293,30
12293,20
12293,150
12293,256
12293,22
429065,98
12580,15
12580,87
60983,42
60983,55
60983,102
7462,65
7462,66
7462,314
7462,15
7462,18
7462,12
7462,64
7462,146
7803,30
7803,107
7803,75
7803,36
7803,19
7803,64
7803,20
17739,181
17739,381
17739,189
17739,204
17739,19
17739,41
17739,121
17739,30
17739,219
17739,31
17739,92
17739,113
17739,87
10895,38
10895,297
10895,30
10895,20
10895,22
10895,64
10895,37
7341,63
7341,102
18522,16
18522,132
18522,263
18522,30
18522,25
335,121
335,23
335,15
335,87
7765,118
7765,269
7765,262
7765,37
7765,48
7765,43
7765,39
7765,30
7765,85
7765,22
16237,74
16237,61
16237,20
16237,85
16237,114
16237,173
6874,163
6874,143
6874,58
6874,29
6874,92
6874,18
6874,12
6874,64
6874,382
31272,16
31272,33
31272,38
31272,20
31272,222
4133,198
4133,163
4133,145
735940,98
8365,198
8365,29
8365,163
8365,30
8365,31
8365,147
8365,113
5318599,66
5318599,67
5318599,22
5318599,32
61450,36
61450,30
61450,20
61450,31
31226,113
31226,30
31226,31
31226,213
31226,195
31226,64
62900,177
62900,72
62900,178
62900,383
62900,266
62900,25
62900,160
61586,190
61586,139
61586,179
61586,264
61586,30
61586,61
61586,50
61586,384
61586,113
11622,177
11622,18
11622,258
11622,59
11622,70
11622,43
11622,21
11622,25
62092,143
62092,18
62092,3
62092,30
18686,385
18686,39
18686,20
18686,102
10882,323
10882,35
10882,36
10882,39
10882,30
10882,20
10882,150
10882,22
7755,99
7755,175
7755,215
7755,19
7755,3
7755,20
7755,22
229377,35
229377,36
229377,153
229377,60
229377,286
229377,226
229377,30
229377,20
229377,222
229377,22
5282108,29
5282108,30
5282108,12
5282108,150
5282108,20
5282108,210
5282108,96
5282108,239
5282108,261
12777,158
12777,177
12777,70
12777,30
12777,150
12777,21
12777,160
7095,166
7095,74
7095,107
7095,22
60979,386
60979,219
60979,20
60979,31
60979,387
6549,65
6549,66
6549,73
6549,29
6549,30
6549,12
6549,388
6549,389
6549,240
6549,173
6549,22
31234,390
31234,391
31234,39
31234,30
31234,219
31234,31
31234,114
31234,113
31234,195
16220110,48
16220110,22
6985,29
6985,12
6985,30
6985,147
6985,156
12041,98
102550,147
102550,20
602,54
7590,97
7590,31
7590,74
7590,219
7590,139
7590,85
7590,228
7590,39
7590,30
7590,29
7590,239
7590,64
7590,11
5366038,98
5280804,54
8635,360
8635,173
8635,65
8635,85
8635,226
8635,392
8635,97
8635,15
8635,60
8635,64
8635,20
8635,94
6544,142
6544,143
6544,393
6544,86
6544,23
6544,12
6544,30
6544,20
6544,146
6544,237
6544,22
6440397,54
18467,25
18467,30
18467,11
12206,35
12206,36
12206,30
12206,20
12206,25
12206,22
68077,64
1550470,98
7351,150
7351,36
7351,394
7720,66
7720,74
7720,90
7720,29
7720,42
7720,30
7720,22
179,55
179,118
179,258
179,70
179,50
179,30
179,21
179,263
5275520,65
5275520,395
5275520,233
5275520,215
5275520,211
5275520,12
5275520,127
5275520,22
6428929,50
6428929,20
6428929,30
11732,20
5281654,64
5366264,396
875,274
875,149
595928,397
595928,64
595928,155
595928,30
595928,12
5273467,328
5273467,29
5273467,23
5273467,11
5273467,382
24197,98
7957,197
7957,62
7957,33
7957,90
7957,398
5324489,98
61293,66
61293,36
61293,264
61293,60
61293,90
61293,20
8164,18
8164,59
8164,43
8164,46
8164,22
226486,72
226486,104
226486,78
226486,264
226486,30
226486,173
226486,399
226486,80
2733294,400
2733294,377
2733294,401
2733294,90
2733294,59
2733294,30
2733294,22
521246,263
521246,30
521246,107
521246,50
520326,66
520326,35
520326,30
520326,388
520326,20
520326,169
6993580,98
11579,119
11579,402
11579,215
11579,30
11579,263
5372813,98
62445,35
62445,18
62445,22
62445,43
62445,20
62445,92
62445,102
4,41
8375,143
8375,116
8375,18
8375,30
8375,85
8375,342
8375,87
32594,17
32594,204
32594,403
32594,404
32594,405
32594,406
32594,407
32594,22
8438,177
8438,408
8438,181
8438,30
8438,179
8438,173
8438,261
8438,64
11614,283
11614,293
11614,20
11614,61
7476,55
7476,120
7476,181
7476,30
7476,27
7476,342
7476,119
7476,409
7476,64
7476,179
7469,62
7469,30
7469,31
7469,342
7469,156
520098,204
520098,23
520098,404
520098,405
520098,406
520098,410
520098,407
520098,22
228583,135
228583,113
17898,98
12257,33
12257,11
12257,150
12257,16
8082,29
8082,30
