ingredient_id,pubchem_id
672,12232
672,11747
672,1001
672,18467
672,12206
672,73750
672,8091
672,8892
672,638014
672,1068
672,7797
672,8038
672,1550470
672,8655
672,7654
672,16255
672,999
672,6561
672,7800
672,7341
672,62465
672,7658
672,5281168
672,7775
672,7351
672,8051
672,18827
672,6054
672,31289
672,10883
672,7720
672,179
672,19310
672,998
672,5275520
672,3893
672,135
672,379
672,31260
672,7342
672,527
672,31251
672,6428929
672,569214
672,8908
672,2969
672,7362
672,62900
672,7302
672,1031
672,7344
672,612
672,7824
672,180
672,10882
672,31276
672,650
672,61664
672,332
672,7749
672,126
672,31242
672,7710
672,11732
672,11508
672,637758
672,12366
672,14228
672,6549
672,8158
672,643820
672,11552
672,5366264
679,7795
679,22873
679,20083
679,16617
679,12209
679,16220110
679,222656
679,7501
679,10448
679,6985
679,7799
679,6560
679,12613
679,985
679,62572
679,6590
679,11527
679,6584
679,13187
679,12041
679,8052
679,753
679,12587
679,102550
679,7997
679,8093
679,8103
679,602
679,3314
679,8129
679,7590
679,10430
679,7945
679,644104
679,8914
679,10976
679,17100
679,31265
679,5366038
679,61592
679,875
679,8294
679,61386
679,8635
679,12327
679,7762
679,6544
679,1549026
679,5366074
679,957
679,12756
679,5363388
679,14296
679,8094
679,338
679,460
679,3776
679,7361
679,1183
679,12232
679,7761
679,11747
679,1001
679,18467
679,12206
679,595928
679,73750
679,8091
679,8892
679,638014
679,1068
679,7797
679,8038
679,1550470
679,5273467
679,8655
679,7654
679,16255
679,999
679,6561
679,7800
679,7341
679,62465
679,7658
679,5281168
679,7775
679,229888
679,7351
679,8051
679,18827
679,6054
679,6202
679,31289
679,10883
679,7720
679,179
679,19310
679,998
679,5275520
679,3893
679,135
679,379
679,31260
679,7342
679,527
679,31251
679,6428929
679,569214
679,8908
679,2969
679,7362
679,24197
679,62900
679,7302
679,31249
679,1031
679,7344
679,612
679,7824
679,7711
679,180
679,10882
679,10885
679,31276
679,650
679,61664
679,332
679,7749
679,126
679,31242
679,7710
679,11732
679,11508
679,637758
679,12366
679,14228
679,6549
679,8158
679,1032
679,643820
679,11552
679,5366264
971,7795
971,22873
971,20083
971,16617
971,12209
971,16220110
971,222656
971,7501
971,10448
971,6985
971,7799
971,6560
971,8468
971,12613
971,985
971,62572
971,6590
971,11527
971,6584
971,13187
971,12041
971,753
971,7957
971,12587
971,102550
971,5324489
971,7997
971,8093
971,8103
971,602
971,3314
971,8129
971,7590
971,10430
971,7945
971,8914
971,10976
971,17100
971,31265
971,5366038
971,61293
971,61592
971,875
971,8294
971,8635
971,12813
971,8164
971,1491
971,12327
971,7762
971,6544
971,7915
971,1549026
971,5366074
971,957
971,12756
971,5363388
971,14296
971,8094
971,338
971,460
971,3776
971,7361
971,226486
971,2733294
971,1183
971,12232
971,7761
971,11747
971,62484
971,12293
971,1001
971,18467
971,12206
971,73750
971,8091
971,8892
971,31268
971,638014
971,1068
971,7797
971,8038
971,1550470
971,8655
971,7654
971,16255
971,2879
971,999
971,6561
971,7894
971,61384
971,7800
971,8007
971,7341
971,62465
971,7658
971,5281168
971,22386
971,7775
971,62453
971,7351
971,8051
971,18827
971,6054
971,7772
971,31289
971,10883
971,7720
971,179
971,19310
971,61171
971,998
971,7165
971,5275520
971,8174
971,521246
971,4133
971,3893
971,135
971,379
971,8365
971,107
971,31260
971,7342
971,527
971,31251
971,6428929
971,520326
971,569214
971,6993580
971,8908
971,2969
971,7362
971,14505
971,62900
971,7302
971,31249
971,1031
971,7344
971,612
971,5054
971,798
971,7824
971,180
971,10882
971,31276
971,650
971,61664
971,61743
971,332
971,7144
971,7749
971,126
971,31242
971,7710
971,11732
971,11508
971,637758
971,12020
971,12366
971,14228
971,6549
971,8158
971,643820
971,11552
971,5366264
971,7921
3277,8180
3277,12327
3277,222656
3277,1031
3277,7765
3277,612
3277,6590
3277,14296
3277,8094
3277,1183
3277,12232
3277,31276
3277,11579
3277,12587
3277,878
3277,1001
3277,7997
3277,3893
3277,8369
3277,379
3277,402
3277,6086514
3277,8038
3277,1068
3277,1130
3277,10430
3277,1060
3277,445639
3277,31260
3277,644104
3277,62835
3277,999
3277,8158
3277,1032
3277,569214
149,7795
149,22873
149,20083
149,16617
149,12209
149,16220110
149,222656
149,7501
149,10448
149,6985
149,7799
149,6560
149,8468
149,12613
149,985
149,62572
149,5372813
149,6590
149,11527
149,6584
149,13187
149,9261
149,12041
149,72
149,753
149,12587
149,102550
149,5280863
149,62445
149,7997
149,8093
149,8103
149,602
149,3314
149,1049
149,8129
149,7590
149,10430
149,7945
149,4
149,8914
149,644104
149,10976
149,8375
149,17100
149,1146
149,31265
149,32594
149,5366038
149,61592
149,8294
149,8635
149,8868
149,1491
149,12327
149,7762
149,445154
149,6544
149,1549026
149,5366074
149,8438
149,957
149,12756
149,5363388
149,14296
149,8094
149,338
149,460
149,3776
149,7361
149,11614
149,226486
149,1183
149,6440397
149,12232
149,7761
149,11747
149,26808
149,1001
149,18467
149,12206
149,9064
149,73750
149,8091
149,8892
149,638014
149,1068
149,7797
149,8038
149,83036
149,1550470
149,7476
149,8655
149,7654
149,6998
149,16255
149,7469
149,999
149,6561
149,7894
149,61384
149,7800
149,8007
149,7341
149,62465
149,72276
149,7658
149,5281168
149,5281
149,7775
149,335
149,7351
149,8051
149,5280343
149,18827
149,6054
149,16872
149,7937
149,22201
149,6202
149,31289
149,10883
149,342
149,7720
149,179
149,19310
149,998
149,5275520
149,520098
149,3893
149,135
149,379
149,61712
149,31260
149,445639
149,7342
149,527
149,31251
149,6428929
149,520326
149,569214
149,6993580
149,8908
149,2969
149,7362
149,24197
149,62900
149,7302
149,31249
149,228583
149,1031
149,10393
149,7344
149,612
149,7824
149,7711
149,180
149,10882
149,31276
149,650
149,17898
149,61664
149,332
149,7144
149,7749
149,126
149,12777
149,31242
149,7710
149,11732
149,11508
149,637758
149,5281654
149,12257
149,12366
149,14228
149,62835
149,6549
149,8082
149,8158
149,1032
149,643820
149,11552
149,5366264
325,61641
325,7795
325,22873
325,20083
325,16617
325,12209
325,16220110
325,222656
325,7501
325,6989
325,10448
325,6985
325,7799
325,6560
325,8468
325,284
325,7002
325,12613
325,985
325,62572
325,6590
325,11527
325,6584
325,13187
325,12041
325,753
325,7957
325,12587
325,61275
325,102550
325,5324489
325,7409
325,7997
325,8093
325,8103
325,602
325,3314
325,8129
325,7590
325,61665
325,10430
325,61455
325,249494
325,7945
325,8914
325,10976
325,17100
325,7895
325,5363229
325,31265
325,32594
325,5366038
325,18698
325,61293
325,61592
325,875
325,8294
325,8635
325,12813
325,17000
325,1491
325,12327
325,243
325,7762
325,6544
325,7915
325,1549026
325,5366074
325,957
325,12756
325,14296
325,8094
325,338
325,460
325,3776
325,7361
325,5363388
325,24838
325,1183
325,2733294
325,12232
325,5282708
325,8139
325,61185
325,7761
325,229387
325,11747
325,62484
325,12293
325,1001
325,18467
325,12206
325,429065
325,8738
325,5284507
325,73750
325,8091
325,8892
325,31268
325,638014
325,10886
325,1068
325,7797
325,8038
325,1550470
325,8655
325,15606
325,7654
325,16255
325,2879
325,11552
325,999
325,6561
325,7894
325,61384
325,7800
325,7341
325,62465
325,7658
325,5281168
325,8193
325,8063
325,9862
325,7775
325,33166
325,229888
325,8180
325,62453
325,12180
325,7351
325,8051
325,18827
325,6054
325,16872
325,5282707
325,7772
325,454
325,10795
325,27866
325,10883
325,31289
325,7720
325,8184
325,179
325,19310
325,61171
325,85519
325,998
325,106441
325,7165
325,5275520
325,520098
325,5318042
325,61953
325,8174
325,4133
325,12367
325,3893
325,135
325,379
325,5282109
325,1060
325,7826
325,107
325,31260
325,7342
325,527
325,31251
325,6428929
325,520326
325,569214
325,6993580
325,8908
325,11468
325,261
325,519786
325,2969
325,522514
325,25611
325,7362
325,24197
325,62900
325,7302
325,31249
325,1031
325,7344
325,612
325,5054
325,11514
325,798
325,7824
325,31253
325,180
325,10882
325,31276
325,650
325,61664
325,61743
325,332
325,5282108
325,70
325,7144
325,7749
325,126
325,12777
325,5363526
325,31242
325,7710
325,8499
325,11508
325,11732
325,60979
325,637758
325,1549025
325,6506
325,7249
325,12366
325,14228
325,6549
325,8158
325,643820
325,31234
325,5366264
325,7456
325,7921
3620,7520
3620,7501
3620,7284
3620,7363
3620,7150
3620,10448
3620,61260
3620,6560
3620,643731
3620,284
3620,6430892
3620,8468
3620,7002
3620,11509
3620,62539
3620,637566
3620,8025
3620,25915
3620,61988
3620,6590
3620,18554
3620,11527
3620,12748
3620,6584
3620,13187
3620,11335
3620,9261
3620,31246
3620,33931
3620,61661
3620,104620
3620,72
3620,8027
3620,72277
3620,30215
3620,5280863
3620,5321950
3620,878
3620,8093
3620,8103
3620,12230
3620,62069
3620,1049
3620,8369
3620,6428802
3620,61199
3620,402
3620,61665
3620,11902
3620,10430
3620,3017596
3620,7976
3620,7802
3620,14079
3620,1549521
3620,637775
3620,3321360
3620,644104
3620,10976
3620,8375
3620,77837
3620,637920
3620,6429333
3620,7895
3620,61663
3620,17016
3620,1146
3620,36225
3620,61527
3620,32594
3620,5366038
3620,65427
3620,61658
3620,7148
3620,14511
3620,8868
3620,1491
3620,7938
3620,36822
3620,7762
3620,7360
3620,8858
3620,5372954
3620,102611
3620,24115
3620,6184
3620,1549026
3620,5366074
3620,121694
3620,61261
3620,11520
3620,14296
3620,7708
3620,460
3620,8094
3620,3776
3620,7361
3620,61240
3620,521300
3620,2734646
3620,8712
3620,61400
3620,1183
3620,7151
3620,12232
3620,10931
3620,26204
3620,30914
3620,19707
3620,26335
3620,11747
3620,26808
3620,996
3620,62484
3620,7047
3620,15037
3620,9064
3620,12206
3620,73750
3620,61252
3620,26331
3620,32065
3620,8892
3620,31268
3620,27457
3620,61166
3620,853433
3620,525358
3620,7803
3620,28905
3620,6998
3620,2879
3620,702
3620,7469
3620,6561
3620,7894
3620,12570
3620,23642
3620,26333
3620,7341
3620,26334
3620,62465
3620,72276
3620,123388
3620,33166
3620,7909
3620,31252
3620,679
3620,11124
3620,18522
3620,62453
3620,335
3620,34286
3620,12180
3620,65064
3620,20499
3620,8051
3620,146586
3620,107905
3620,5280343
3620,18827
3620,18635
3620,6054
3620,246728
3620,520682
3620,7937
3620,10795
3620,22201
3620,7509
3620,62510
3620,61670
3620,342
3620,6202
3620,179
3620,19310
3620,61171
3620,5280443
3620,998
3620,11160
3620,106441
3620,7267
3620,87466
3620,4133
3620,9256
3620,3893
3620,379
3620,735940
3620,61657
3620,12097
3620,1130
3620,61303
3620,61712
3620,7921
3620,11173
3620,527
3620,2519
3620,61700
3620,8908
3620,19309
3620,65084
3620,2969
3620,10341
3620,526487
3620,61662
3620,62131
3620,7362
3620,14505
3620,263034
3620,6736
3620,8163
3620,7302
3620,12170
3620,85730
3620,27440
3620,228583
3620,7728
3620,61634
3620,612
3620,19602
3620,11363
3620,9589
3620,20534
3620,62092
3620,12266
3620,798
3620,7824
3620,104722
3620,31253
3620,5311110
3620,7711
3620,32093
3620,180
3620,10797
3620,10882
3620,880
3620,61209
3620,650
3620,6569
3620,61664
3620,332
3620,7559
3620,14514
3620,528698
3620,7144
3620,61656
3620,61660
3620,5280445
3620,31245
3620,61633
3620,31242
3620,62385
3620,151199
3620,8314
3620,5319754
3620,7095
3620,61659
3620,10887828
3620,7249
3620,10823
3620,11449
3620,12257
3620,61653
3620,62835
3620,8082
3620,8158
3620,1032
3620,518937
3620,11552
3620,519732
3260,7148
3260,7583
3260,14505
3260,526624
3260,323
3260,61041
3260,5352543
3260,8164
3260,17000
3260,61260
3260,7742
3260,243
3260,88290
3260,61988
3260,957
3260,14296
3260,5363388
3260,35821
3260,9261
3260,5281929
3260,5367706
3260,998
3260,9016
3260,26808
3260,5284507
3260,5370101
3260,32065
3260,16217806
3260,7710
3260,12020
3260,12366
3260,13204
3260,5363140
3260,62374
3260,5352626
1257,323
1257,7150
1257,8468
1257,11509
1257,637566
1257,12748
1257,439341
1257,33931
1257,6072
1257,12587
1257,878
1257,5281708
1257,1049
1257,240
1257,244
1257,7976
1257,441484
1257,1889
1257,77837
1257,4788
1257,7938
1257,309
1257,6184
1257,11128
1257,8723
1257,8094
1257,460
1257,338
1257,1183
1257,5280511
1257,11747
1257,26808
1257,5315892
1257,15394
1257,6274
1257,784
1257,853433
1257,247
1257,7654
1257,999
1257,643941
1257,637511
1257,72276
1257,22386
1257,637775
1257,8452
1257,6986
1257,6054
1257,439263
1257,1110
1257,22201
1257,5284639
1257,342
1257,5280443
1257,998
1257,5318042
1257,12097
1257,1130
1257,107
1257,31260
1257,527
1257,10393
1257,7847
1257,441005
1257,5054
1257,798
1257,6050
1257,7704
1257,994
1257,13144
1257,650
1257,638278
1257,444539
1257,5280598
1257,8768
1257,6341
1257,11552
1257,445070
1257,107971
1257,7284
1257,10448
1257,638011
1257,25915
1257,5367719
1257,72
1257,89594
1257,6140
1257,5280863
1257,8369
1257,644104
1257,439533
1257,6251
1257,802
1257,876
1257,79803
1257,26447
1257,1549026
1257,5363388
1257,7361
1257,30914
1257,10748
1257,7858
1257,9064
1257,32065
1257,31268
1257,27457
1257,8655
1257,26334
1257,439246
1257,6561
1257,9862
1257,31252
1257,18635
1257,454
1257,6202
1257,5960
1257,768
1257,2345
1257,9256
1257,5284503
1257,8857
1257,5365811
1257,24261
1257,643779
1257,65084
1257,7362
1257,8021
1257,61020
1257,7288
1257,8130
1257,7711
1257,180
1257,880
1257,61209
1257,6569
1257,61503
1257,126
1257,5280445
1257,7710
1257,637542
1257,8082
4929,18522
4929,12170
4929,8858
4929,5283324
4929,6202
4929,798
4929,8094
4929,61240
4929,7711
4929,1183
4929,998
4929,8027
4929,14514
4929,5283335
4929,26808
4929,996
4929,240
4929,7710
4929,1130
4929,247
4929,644104
4929,12020
4929,7800
1766,6436017
1766,20083
1766,323
1766,6989
1766,7150
1766,8468
1766,442355
1766,11509
1766,12741
1766,637566
1766,439341
1766,5280666
1766,33931
1766,9261
1766,6072
1766,72277
1766,25310
1766,878
1766,5370101
1766,5281708
1766,240
1766,11583
1766,244
1766,7976
1766,441484
1766,1889
1766,10408
1766,5363229
1766,4788
1766,875
1766,7938
1766,309
1766,5281515
1766,6184
1766,11128
1766,8723
1766,957
1766,8094
1766,338
1766,1183
1766,5280511
1766,931
1766,26335
1766,14896
1766,5315892
1766,15394
1766,6274
1766,784
1766,1213
1766,8186
1766,26331
1766,638014
1766,853433
1766,442501
1766,247
1766,7654
1766,2758
1766,999
1766,643941
1766,637511
1766,72276
1766,22386
1766,12297
1766,637775
1766,8452
1766,6986
1766,65064
1766,107905
1766,8051
1766,18827
1766,6054
1766,11265
1766,439263
1766,1110
1766,5284656
1766,5284639
1766,31289
1766,520108
1766,6363
