amount,unit,recipe_id,ingredient_id
1,can,17055,3529
1,cup,17055,406
2.5,cups,17055,40
0.5,cup,17055,971
1,clove,17055,116
1,NULL,17055,813
1,teaspoon,17055,2471
0.5,teaspoon,17055,3
12,NULL,17055,3530
1,NULL,17055,801
1.75,cups,17056,6
0.333333333,cup,17056,58
1,tablespoon,17056,7
0.25,teaspoon,17056,3
0.5,cup,17056,66
0.5,cup,17056,5
0.75,cup,17056,11
2,tablespoons,17056,188
1,teaspoon,17056,12
1,NULL,17056,27
0.125,cup,17056,58
2,tablespoons,17056,66
1.5,cups,17059,3531
0.75,teaspoon,17059,3
1,tablespoon,17059,1002
0.25,teaspoon,17059,213
0.25,teaspoon,17059,970
4,NULL,17061,3532
1,NULL,17061,27
0.5,cup,17061,2051
0.75,cup,17061,160
3,cups,17061,243
0.666666667,cup,17061,1479
2,cans,17062,1177
2,cups,17062,220
1,NULL,17062,159
1,cup,17062,264
1,teaspoon,17062,144
0.5,cup,17066,5
1,cup,17066,2
2,NULL,17066,4
1,teaspoon,17066,12
1.5,cups,17066,6
1,teaspoon,17066,19
0.5,teaspoon,17066,3
0.5,cup,17066,20
0.5,cup,17066,25
2,NULL,17066,526
1,package,17069,83
1,container,17069,3398
1,package,17069,1207
0.25,head,17069,2489
1,NULL,17069,181
3,NULL,17069,1125
1,NULL,17069,852
1,can,17069,865
1,pound,17072,1966
1,NULL,17072,801
1,medium head,17072,1157
1,can ,17072,472
1.75,cups,17072,40
0,NULL,17072,255
1,cup,17073,6
2,tablespoons,17073,2
0.5,cup,17073,1468
0.5,cup,17073,5
1,package,17073,83
1,NULL,17073,15
1,cup,17073,389
1,package,17073,377
1.5,cups,17073,11
1,package,17073,112
1.5,cups,17073,11
0.5,loaf,17074,1768
1,can ,17074,1085
1,can,17074,1007
0.75,cup,17075,60
0.333333333,cup,17075,264
1,package,17075,935
1,tablespoon,17075,258
2,packages,17076,1144
1,package,17076,83
1,can,17076,1953
2,tablespoons,17076,264
2,NULL,17076,159
0.5,NULL,17076,181
2,tablespoons,17076,1011
1,NULL,17076,785
1,pinch,17076,793
2.666666667,cups,17081,409
0.333333333,cup,17081,2
0.666666667,cup,17081,5
1,can,17081,576
1,can,17081,385
0.5,cup,17081,127
1,can,17081,355
1,container,17081,299
0.333333333,cup,17081,409
16,NULL,17083,330
0.25,cup,17083,5
1.5,cups,17085,409
2,teaspoons,17085,53
3,tablespoons,17085,478
2,tablespoons,17085,58
0.75,cup,17086,69
0.75,cup,17086,6
0.25,cup,17086,302
0.25,cup,17086,10
2,tablespoons,17086,237
2,packages,17088,83
1,can,17088,2445
16,NULL,17088,181
1,package,17088,1277
1,package,17089,83
1,can,17089,2445
1,can,17089,789
8,NULL,17089,794
1,package,17089,2651
2,cups,17090,1153
2,cups,17090,971
2,tablespoons,17090,140
2,tablespoons,17090,45
0.25,NULL,17090,785
2,tablespoons,17090,221
1,teaspoon,17090,832
4,NULL,17092,764
5,teaspoons,17092,2
3,tablespoons,17092,2670
0.5,cup,17092,770
1.25,cups,17092,767
1,cup,17092,40
1,tablespoon,17092,970
0.5,teaspoon,17092,213
2,tablespoons,17092,207
1,package,17092,3533
2,tablespoons,17092,10
2,tablespoons,17092,261
1,tablespoon,17092,917
0.5,pound,17092,1378
6,NULL,17092,920
2,cans,17093,1832
1,bunch,17093,889
3,cloves,17093,116
0,NULL,17093,255
0.5,pound,17096,834
1,teaspoon,17096,917
3,packages,17096,83
4,ounces,17096,596
0.25,cup,17096,3534
1,NULL,17101,774
1.5,cups,17101,797
1,cup,17101,44
1,teaspoon,17101,144
1,package,17101,1777
1,NULL,17101,223
2,cans ,17101,814
1,can,17101,763
2,cups,17103,3535
4,NULL,17103,867
1,NULL,17103,956
1,NULL,17103,744
1,small,17103,801
2,tablespoons,17103,60
1,NULL,17103,836
1,teaspoon,17103,770
0.5,teaspoon,17103,2
1,small head,17103,2292
1,tablespoon,17103,890
1.5,cups,17104,74
5,tablespoons,17104,10
1.5,tablespoons,17104,779
2,tablespoons,17104,3
4,NULL,17104,3536
1,NULL,17106,1978
2,cups,17106,754
2,tablespoons,17106,5
2,NULL,17106,4
1,cup,17106,2
1,tablespoon,17106,6
0.5,teaspoon,17106,3
0.5,cup,17106,26
0.25,teaspoon,17106,19
1,teaspoon,17106,12
1,NULL,17108,774
6,cloves,17108,116
4,tablespoons,17108,1244
2,tablespoons,17108,792
0.5,cup,17108,10
1,cup,17109,5
1,cup,17109,2
0.5,teaspoon,17109,13
0.5,teaspoon,17109,12
2,NULL,17109,30
0.75,cup,17109,1436
2.66,cups,17109,412
0.5,teaspoon,17109,3
2,NULL,17109,187
48,NULL,17109,224
0.5,cup,17111,2205
1.5,cups,17111,40
2.25,cups,17111,612
8,leaves,17111,3537
0.5,teaspoon,17111,101
0.25,teaspoon,17111,102
0,NULL,17111,255
1,package,17111,1325
0.5,cup,17112,5
2,NULL,17112,4
1,package,17112,171
0.666666667,cup,17112,69
0.5,cup,17112,447
1.5,cups,17113,6
1,tablespoon,17113,7
2,tablespoons,17113,53
1,cup,17113,23
0.5,cup,17113,2
0.25,teaspoon,17113,3
1,cup,17113,17
1,cup,17113,11
1,NULL,17113,27
0.25,cup,17113,10
1,can,17116,745
1,jar,17116,173
1,cup,17116,58
6,NULL,17118,833
1,can ,17118,814
1,can,17118,883
1,cup,17118,20
0.5,cup,17118,1163
1,tablespoon,17118,793
8,NULL,17120,764
8,slices,17120,995
8,NULL,17120,772
1,can ,17120,776
1,cup,17120,20
0.5,cup,17120,325
1,teaspoon,17120,45
1,teaspoon,17120,144
1,teaspoon,17120,3
1,teaspoon,17120,213
1,package,17120,1232
1.5,pounds,17121,2123
1.5,pounds,17121,2131
1,pound,17121,3538
1,pound,17121,3539
2.5,large,17121,807
4,NULL,17121,72
5,NULL,17121,4
1.5,tablespoons,17121,2
4,teaspoons,17121,3
4,teaspoons,17121,597
0.75,cup,17121,3214
0.75,cup,17121,237
2,NULL,17121,807
2,NULL,17121,72
0.5,teaspoon,17121,793
0.5,teaspoon,17121,213
0.25,cup,17121,2
1,package,17123,83
0.5,cup,17123,20
0.25,cup,17123,264
3,cans,17123,1781
1,cup,17123,2959
2,cups,17123,220
1,NULL,17123,852
3,NULL,17123,920
1,NULL,17123,828
1,NULL,17127,801
1,tablespoon,17127,10
1,can,17127,1217
1,can,17127,1049
0.5,teaspoon,17127,169
0.5,teaspoon,17127,45
1,cup,17127,3462
1,NULL,17128,3540
1,package,17128,83
0.333333333,cup,17128,2
1,can,17128,638
1,cup,17128,364
4,NULL,17128,3201
1,cup,17128,479
1,cup,17128,225
6,NULL,17136,818
1,can,17136,1275
1,NULL,17136,875
1,packet,17136,782
0.25,cup,17137,770
2,tablespoons,17137,1132
1,tablespoon,17137,40
1,clove,17137,116
1,teaspoon,17137,920
0.5,teaspoon,17137,3541
0.5,teaspoon,17137,2
0.25,teaspoon,17137,3542
1,pound,17138,1966
1,pound,17138,1069
4,NULL,17138,3235
1,dash,17138,832
1,package,17138,2952
1,cup,17141,787
2,stalks,17141,778
2,NULL,17141,2109
0.5,cup,17141,25
0.25,cup,17141,20
0.25,cup,17141,264
2,tablespoons,17141,258
2,tablespoons,17141,127
1,tablespoon,17141,68
1,NULL,17141,853
0.25,teaspoon,17141,3
0,NULL,17141,780
1,NULL,17142,27
0.5,cup,17142,272
1,cup,17142,1370
0.25,NULL,17142,159
2,tablespoons,17142,1126
1,tablespoon,17142,45
0,NULL,17142,255
2,pounds,17142,968
0.25,cup,17142,100
2,cups,17143,3422
4,pounds,17143,1488
1,tablespoon,17143,213
1,tablespoon,17143,922
6,cans,17144,767
1,jar,17144,2599
2,cups,17144,3417
2,cups,17144,778
1,cup,17144,1208
2,pounds,17146,764
2,tablespoons,17146,5
1,teaspoon,17146,3
1,teaspoon,17146,213
1,cup,17146,849
2,cups,17150,41
1,can,17150,385
2,teaspoons,17150,12
1.5,cups,17150,25
1,cup,17150,437
0.5,cup,17154,2238
0.5,cup,17154,44
0.5,cup,17154,3417
1,can,17154,1122
6,tablespoons,17154,770
1,NULL,17154,1016
6,cups,17154,40
1,cup,17154,1331
0.75,cup,17154,1264
0.25,cup,17154,3543
0.333333333,cup,17154,1864
3,cloves,17154,116
0.333333333,cup,17154,100
0.333333333,NULL,17154,159
0,NULL,17154,255
2,cups,17158,6
1,tablespoon,17158,7
1,teaspoon,17158,3
0.333333333,cup,17158,10
0.666666667,cup,17158,26
0.5,tablespoon,17161,970
1,NULL,17161,801
1.5,pounds,17161,787
2,tablespoons,17161,770
2,large,17161,72
2,stalks,17161,778
1,large,17161,598
0.75,cup,17161,3544
0.5,large,17161,852
6,cups,17161,824
2,NULL,17161,4
0.333333333,cup,17161,770
2,packages,17163,0
2.5,cups,17163,1
1,package,17163,171
4,cups,17163,6
4,tablespoons,17163,37
2,tablespoons,17163,2
2,teaspoons,17163,18
4,tablespoons,17163,37
4,tablespoons,17163,62
4,tablespoons,17163,58
1,can,17164,92
1,can,17164,297
2,tablespoons,17164,6
1,cup,17164,2
1.5,NULL,17164,181
1.666666667,cups,17164,1370
3,tablespoons,17164,5
2.25,cups,17165,6
2,teaspoons,17165,145
1,teaspoon,17165,19
0.75,teaspoon,17165,18
0.5,teaspoon,17165,65
0.25,teaspoon,17165,3
0.75,cup,17165,37
1,cup,17165,2
1,NULL,17165,27
1,tablespoon,17165,40
0.25,cup,17165,56
2,tablespoons,17165,2
6,ounces,17169,881
1,pound,17169,1966
2,cans ,17169,472
2,NULL,17169,785
2,cloves,17169,116
0.5,NULL,17169,181
0.25,cup,17169,375
0.25,NULL,17169,159
1,NULL,17171,3545
2,NULL,17171,72
2,stalks,17171,778
1,NULL,17171,807
4,cloves,17171,116
4,sprigs,17171,1066
12,NULL,17171,2359
2,NULL,17171,1016
1,teaspoon,17171,103
1,tablespoon,17171,996
8,cups,17171,40
0,NULL,17171,179
1,NULL,17171,2211
2,NULL,17171,1359
3,NULL,17171,72
0.5,cup,17171,2274
0.5,cup,17171,1083
1,can,17171,2446
0.25,cup,17171,258
1,recipe,17174,1293
0.333333333,cup,17174,127
1,teaspoon,17174,126
0.5,cup,17174,14
2,teaspoons,17174,556
1.25,cups,17174,40
1,cup,17174,58
2,cups,17174,17
0.75,cup,17174,6
0.5,cup,17174,40
4,extra large,17176,4
1,cup,17176,6
0.5,teaspoon,17176,3
2,tablespoons,17176,2
1,cup,17176,11
3,tablespoons,17176,20
4,NULL,17176,187
3,tablespoons,17176,10
3,pounds,17178,833
1,cup,17178,40
1,cup,17178,841
1.5,teaspoons,17178,3
1,teaspoon,17178,792
1,NULL,17178,801
1,cup,17178,797
2,packages,17178,3546
1,can,17178,763
1,cup,17178,20
1,can ,17178,814
2,packages,17180,3547
2,cups,17180,787
1,can ,17180,814
1,jar,17180,47
1,NULL,17180,801
1,NULL,17180,181
1,package,17182,2501
1,can,17182,821
2,cans,17182,2073
1,NULL,17182,977
1,NULL,17182,852
2,cans,17182,46
2,NULL,17182,809
1,can,17182,1263
8,NULL,17182,181
1,NULL,17182,920
6,NULL,17184,764
2,heads,17184,3548
3,cans ,17184,776
1,cup,17184,264
1,teaspoon,17184,792
3,tablespoons,17184,127
8,NULL,17184,181
1,pound,17185,834
1,NULL,17185,1057
1,jar,17185,264
32,ounces,17185,20
0.5,teaspoon,17185,45
0,NULL,17185,255
1,loaf,17185,3549
6,NULL,17188,771
1,can ,17188,814
1,can ,17188,776
1,can ,17188,786
1,pound,17188,817
0.5,teaspoon,17188,102
1,package,17188,1277
1,NULL,17189,566
1,package,17189,121
0.25,teaspoon,17189,3
3,tablespoons,17189,2
4,NULL,17189,30
1.25,cups,17189,11
1,tablespoon,17189,167
1,teaspoon,17189,129
4,NULL,17189,187
0.25,cup,17189,2
4,ounces,17189,3550
1,envelope,17189,534
0.5,cup,17189,3551
1,NULL,17190,1890
3,cups,17190,2
1,cup,17190,6
0.125,teaspoon,17190,3
2,cups,17190,40
0.25,teaspoon,17190,21
2,NULL,17192,4
1,cup,17192,26
1,NULL,17192,785
0.5,teaspoon,17192,3436
0.75,teaspoon,17192,727
0.25,teaspoon,17192,922
0.25,teaspoon,17192,45
1,cup,17192,42
2.25,cups,17192,6
1,teaspoon,17192,3
0.75,teaspoon,17192,213
1,jar,17192,3552
1,cup,17192,1205
0,NULL,17192,255
1,pound,17193,834
2,packages,17193,83
3,tablespoons,17193,264
1,NULL,17193,599
1,cup,17193,66
1.5,cups,17195,3553
1,NULL,17195,181
1,pound,17195,1069
1.5,cups,17196,20
1,cup,17196,264
1,tablespoon,17196,2552
1,cup,17196,1906
4,NULL,17197,751
0.5,cup,17197,2
1,tablespoon,17197,18
2,cups,17197,2
1,cup,17197,10
4,NULL,17197,4
3,cups,17197,6
1,tablespoon,17197,7
1,tablespoon,17197,12
0.333333333,cup,17197,14
0.5,cup,17200,20
2,tablespoons,17200,845
0.5,teaspoon,17200,1155
0.125,teaspoon,17200,860
1.5,teaspoons,17200,2830
0.25,teaspoon,17200,793
2,cups,17201,6
4,teaspoons,17201,7
0.125,teaspoon,17201,3
0.5,cup,17201,5
0.75,cup,17201,2
1,teaspoon,17201,12
2,NULL,17201,4
0.5,cup,17201,11
4,NULL,17201,15
0.333333333,cup,17201,1120
2,tablespoons,17201,5
0.5,cup,17201,55
1,pound,17201,3554
1,package,17203,0
1,teaspoon,17203,2
0.75,cup,17203,1
1.5,cups,17203,26
2,tablespoons,17203,37
3,tablespoons,17203,68
2,teaspoons,17203,3
2,tablespoons,17203,160
2,tablespoons,17203,3555
2,tablespoons,17203,8
2,tablespoons,17203,1636
2,cups,17203,35
4,cups,17203,34
1,NULL,17204,223
2,NULL,17204,4
0.25,cup,17204,11
1,cup,17204,781
2,cups,17204,243
4,NULL,17205,30
3.5,tablespoons,17205,127
1,pinch,17205,597
0.125,NULL,17205,785
1,tablespoon,17205,40
1,cup,17205,5
0.25,teaspoon,17205,3
8,NULL,17205,4
1,teaspoon,17205,114
8,NULL,17205,2931
4,NULL,17205,987
2,tablespoons,17205,5
1,NULL,17207,27
1,cup,17207,22
1,teaspoon,17207,12
0.5,cup,17207,193
0.25,teaspoon,17207,19
0.25,teaspoon,17207,3
0.25,cup,17207,303
1,cup,17207,17
1,tablespoon,17208,10
1,NULL,17208,801
1,can,17208,883
2,pounds,17208,764
2,teaspoons,17208,45
1,package,17208,881
2,cups,17208,20
1,can,17208,472
0,NULL,17208,255
3,tablespoons,17211,100
1,NULL,17211,801
2,pounds,17211,3556
0.5,cup,17211,6
3,cans,17211,767
4,cups,17211,40
4,NULL,17211,888
8,NULL,17211,998
1,can,17211,1049
1,can,17211,1122
3,cloves,17211,116
0,NULL,17211,255
4,NULL,17212,764
2,cans ,17212,776
0.25,cup,17212,264
1,teaspoon,17212,792
0.5,NULL,17212,159
1,cup,17215,1
2,tablespoons,17215,2
1,package,17215,80
0.25,cup,17215,10
3,cups,17215,34
1,teaspoon,17215,3
1,pound,17216,1966
1,can,17216,1489
0.5,cup,17216,3526
1,tablespoon,17216,102
1,teaspoon,17216,101
1,container,17216,20
0.75,cup,17216,44
0.75,cup,17216,1125
0.75,cup,17216,865
0.75,cup,17216,3423
2,cups,17217,6
0.25,cup,17217,53
2,cups,17217,2
1,teaspoon,17217,19
1,teaspoon,17217,18
0.5,cup,17217,37
0.5,cup,17217,10
1,cup,17217,40
0.5,cup,17217,296
2,NULL,17217,4
1,teaspoon,17217,12
1,cup,17218,1117
1,tablespoon,17218,792
1,teaspoon,17218,3
0.5,cup,17218,40
4,NULL,17218,833
1.5,cups,17221,93
0.5,teaspoon,17221,3
0.25,teaspoon,17221,21
0.25,teaspoon,17221,291
0.5,cup,17221,22
0.5,cup,17221,17
1,NULL,17221,27
0.25,cup,17221,10
0.5,cup,17221,269
0.5,cup,17221,11
2,cups,17225,3557
0.5,teaspoon,17225,3
0.75,cup,17225,40
1,tablespoon,17225,10
2,cups,17226,605
3,tablespoons,17226,2
0.75,cup,17226,5
1,package,17226,83
1,NULL,17226,15
1,container,17226,299
2,cups,17226,437
2,cups,17226,40
2,NULL,17226,353
2,cups,17226,229
10,NULL,17229,422
0.666666667,cup,17229,5
2,NULL,17229,15
1,cup,17229,548
2,cups,17229,41
1,NULL,17230,2069
3,NULL,17230,4
0.666666667,cup,17230,22
0.5,cup,17230,2
1,teaspoon,17230,12
2,tablespoons,17230,5
0.666666667,cup,17230,23
0.666666667,cup,17230,302
2,tablespoons,17231,28
1,NULL,17231,774
0.75,cup,17231,857
1,NULL,17231,43
2,cups,17231,40
0.125,cup,17231,3558
1.5,cups,17233,6
1,cup,17233,2
0.5,teaspoon,17233,19
1,teaspoon,17233,3
0.25,teaspoon,17233,21
0.75,teaspoon,17233,18
0.75,cup,17233,28
1,NULL,17233,27
1,NULL,17233,232
1.75,cups,17233,23
1,package,17234,171
0.5,cup,17234,37
4,NULL,17234,4
1,can,17234,638
1,container,17234,299
1,can,17234,297
1,package,17234,112
1,cup,17234,66
0.25,cup,17234,303
0.5,cup,17241,10
1,cup,17241,2
3.25,cups,17241,6
3,NULL,17241,4
1,tablespoon,17241,7
1,tablespoon,17241,1581
1,package,17242,83
1,cup,17242,20
2,tablespoons,17242,1207
0.75,cup,17242,788
0.75,cup,17242,946
0.75,NULL,17242,181
2,stalks,17243,778
1,NULL,17243,801
3,tablespoons,17243,100
4,cups,17243,767
2,cups,17243,1887
1,can,17243,2373
1,can,17243,2313
0.333333333,cup,17243,3000
0.333333333,cup,17243,3559
2,cans,17243,952
1,can,17243,3560
0,NULL,17243,255
2,tablespoons,17245,100
1,NULL,17245,774
1,NULL,17245,801
1,NULL,17245,852
1,cup,17245,850
1,can,17245,1227
1.75,cups,17245,767
1,NULL,17245,813
2,teaspoons,17245,793
0.25,teaspoon,17245,213
1,pint,17248,272
6,cups,17248,1365
4,large,17248,190
1,cup,17248,25
4,NULL,17251,4
1,package,17251,250
1,cup,17251,36
1,NULL,17251,801
0.5,cup,17251,5
1,package,17251,3478
1,teaspoon,17251,3
1,pound,17253,1966
1.5,tablespoons,17253,5
3,tablespoons,17253,6
1,cup,17253,1887
0.5,cup,17253,242
0,NULL,17253,255
3,tablespoons,17254,44
2,tablespoons,17254,6
1,teaspoon,17254,3
1,cup,17254,11
0.5,pound,17254,787
1,NULL,17254,3561
1.333333333,cups,17254,3562
3,tablespoons,17254,2258
0.25,cup,17255,25
3,cloves,17255,116
2,cups,17255,1791
0.25,cup,17255,3543
0.5,cup,17255,100
0.333333333,NULL,17255,159
0,NULL,17255,51
1,pinch,17255,727
1,package,17255,1898
2,cans,17258,1789
1,tablespoon,17258,264
1,teaspoon,17258,5
2,cups,17258,3494
1,pound,17259,1069
1,NULL,17259,27
0.333333333,cup,17259,3563
0.5,teaspoon,17259,927
0.5,cup,17259,845
1,tablespoon,17259,406
1.5,teaspoons,17259,58
1,tablespoon,17259,770
1,cup,17260,264
0.25,cup,17260,845
1,teaspoon,17260,140
1,small,17260,852
0,NULL,17260,51
4,cups,17261,40
2,NULL,17261,888
1,NULL,17261,801
1,bunch,17261,1066
4,ounces,17261,2120
1,NULL,17261,373
0,NULL,17261,255
2,ounces,17263,5
0.5,cup,17263,22
0.5,cup,17263,6
1,cup,17263,66
9,NULL,17263,301
0.25,cup,17263,2
1,tablespoon,17263,6
1,teaspoon,17263,18
2,recipes,17263,1432
1,cup,17264,2559
1,tablespoon,17264,116
1,tablespoon,17264,1175
3,tablespoons,17264,100
1,can,17264,2991
0.5,NULL,17264,3387
4,NULL,17268,764
1,cup,17268,40
0,NULL,17268,255
1,cup,17268,1737
1,teaspoon,17268,3564
1.25,cups,17269,6
0.5,teaspoon,17269,19
0.5,teaspoon,17269,3
0.5,cup,17269,53
0.5,cup,17269,37
1,cup,17269,2
1,NULL,17269,27
1,teaspoon,17269,12
0.25,cup,17269,11
18,NULL,17269,524
2,NULL,17269,15
0.333333333,cup,17269,53
0.5,teaspoon,17269,3
3,tablespoons,17269,37
1.5,tablespoons,17269,272
0.75,cup,17270,5
30,NULL,17270,463
1,cup,17270,398
1,cup,17270,303
3.5,cups,17270,1092
4,NULL,17272,764
0.25,cup,17272,6
1,teaspoon,17272,3
1,teaspoon,17272,213
1,tablespoon,17272,100
0.5,cup,17272,1163
0.5,cup,17272,767
1,clove,17272,116
0.5,NULL,17272,373
4,NULL,17272,72
4,NULL,17272,3565
2,cups,17275,28
0.25,cup,17275,40
1.5,cups,17275,2
1.5,cups,17275,58
4,NULL,17275,4
2,teaspoons,17275,12
4.75,cups,17275,6
2,teaspoons,17275,19
0.75,cup,17275,53
4,cups,17275,41
1,cup,17276,10
6,tablespoons,17276,114
2,teaspoons,17276,3
1,teaspoon,17276,213
2,teaspoons,17276,221
4,teaspoons,17276,2
2,packages,17276,2733
1,can,17276,869
2,packages,17276,1000
2,NULL,17277,30
0.25,cup,17277,2
1,pinch,17277,3
2,cups,17277,11
2,tablespoons,17277,167
0.5,cup,17277,272
1,pinch,17277,21
1.25,cups,17279,6
0.25,cup,17279,2
1,teaspoon,17279,7
1,pinch,17279,3
1,NULL,17279,27
1.25,cups,17279,26
0.25,cup,17279,10
1,NULL,17280,2502
1,can,17280,295
1,NULL,17280,565
8,ounces,17280,83
1,can,17280,73
1,container,17280,299
1,cup,17280,25
1,recipe,17282,1032
0.5,cup,17282,5
0.5,cup,17282,2
3,NULL,17282,292
0.5,cup,17284,5
0.5,cup,17284,37
0.25,NULL,17284,15
2,cups,17284,6
1.5,teaspoons,17284,7
0.5,teaspoon,17284,3
1,tablespoon,17284,12
1,cup,17284,66
1.5,NULL,17284,15
2,tablespoons,17284,53
0.5,teaspoon,17284,12
3,tablespoons,17284,33
2,tablespoons,17286,100
2,NULL,17286,3566
0,NULL,17286,255
4,cloves,17286,116
1,large,17286,801
4,NULL,17286,72
1,cup,17286,1840
1,cup,17286,679
1,cup,17286,971
1,can,17286,953
5,sprigs,17286,3567
3,sprigs,17286,978
1,cup,17286,3568
2,tablespoons,17286,100
0,NULL,17286,255
1,tablespoon,17286,116
0.25,cup,17286,3569
2,tablespoons,17286,100
4,sprigs,17286,2362
1,cup,17291,106
1,cup,17291,2
0.75,cup,17291,22
2,NULL,17291,4
1.25,cups,17291,53
1.75,cups,17291,6
2,teaspoons,17291,19
2,cups,17291,695
1,cup,17293,37
2,cups,17293,2
4,NULL,17293,4
1,cup,17293,3496
1,can,17293,297
4,cups,17293,6
1,teaspoon,17293,19
2,teaspoons,17293,7
0.75,teaspoon,17293,3
0.5,cup,17293,303
0.5,cup,17293,25
0.5,cup,17294,5
2,cups,17294,2
0.25,cup,17294,6
3,NULL,17294,4
3,NULL,17294,610
1,NULL,17294,2052
1,NULL,17295,1425
6,NULL,17295,4
1.5,cups,17295,71
0.333333333,cup,17295,2
1,tablespoon,17295,12
6,NULL,17295,301
1.5,teaspoons,17295,18
0.5,teaspoon,17295,21
2,tablespoons,17295,2
0.5,cup,17295,2
0.25,cup,17295,6
0.5,cup,17295,37
0.5,cup,17295,58
0.5,cup,17295,71
2,teaspoons,17295,12
1,pound,17297,1389
2,gallons,17297,40
8,pounds,17297,2356
6,NULL,17297,1016
8,NULL,17297,2359
1,NULL,17297,801
1,medium head,17297,1157
1,pound,17297,72
1,NULL,17297,2211
1,teaspoon,17297,1024
8,NULL,17297,2235
1,NULL,17299,1106
1,can,17299,1766
1,can,17299,1145
1,jar,17299,1220
1,jar,17299,3570
3,cups,17299,1329
1,package,17300,112
1,package,17300,377
2,cups,17300,11
1,container,17300,299
16,NULL,17300,422
1,cup,17300,41
1,NULL,17302,1360
0.75,cup,17302,2
2.5,tablespoons,17302,207
0.25,teaspoon,17302,3
0.666666667,cup,17302,40
1,cup,17302,225
2,tablespoons,17302,5
1.5,tablespoons,17302,127
1.5,tablespoons,17302,388
2,cups,17302,225
2,cups,17302,2048
1,package,17303,1141
1,pound,17303,1966
1,package,17303,1207
1,container,17303,20
8,NULL,17303,3571
1,bag,17303,1006
2,cups,17307,1461
1,package,17307,250
1,NULL,17307,801
3,large,17307,4
0.75,cup,17307,42
0.5,NULL,17307,3572
3,cloves,17307,116
2,teaspoons,17307,186
2,teaspoons,17307,141
2,teaspoons,17307,213
1,teaspoon,17307,3
2,tablespoons,17307,100
0.5,fluid ounce,17309,167
0.5,fluid ounce,17309,3573
0.5,fluid ounce,17309,2970
1,fluid ounce,17309,14
1,fluid ounce,17309,2078
1,cup,17309,1466
0.5,cup,17312,10
0.5,cup,17312,58
0.5,cup,17312,2
1,NULL,17312,27
0.5,teaspoon,17312,12
1,cup,17312,6
0.5,teaspoon,17312,19
0.25,teaspoon,17312,3
0.333333333,cup,17312,23
1,cup,17312,1092
0.333333333,cup,17312,41
4,NULL,17315,2028
2,pounds,17315,252
6,NULL,17315,4
8,ounces,17315,766
1,pound,17315,773
0.5,NULL,17315,2728
0.25,pound,17315,256
0.25,NULL,17315,159
4,squares,17317,294
1,square,17317,305
2,cups,17317,3574
1,cup,17317,901
1,cup,17317,2
1,teaspoon,17317,18
0.25,cup,17317,730
0.75,cup,17317,214
3,NULL,17317,4
0.25,cup,17317,1620
2.5,cups,17317,6
0.25,cup,17317,2
0.25,teaspoon,17317,3
0.333333333,NULL,17317,316
0.5,cup,17325,859
0.25,cup,17325,770
3,tablespoons,17325,917
2,tablespoons,17325,68
2,tablespoons,17325,100
2,teaspoons,17325,213
1,NULL,17325,785
1,teaspoon,17325,140
0.5,teaspoon,17325,3
0.5,teaspoon,17325,2244
1,pinch,17325,727
2,NULL,17325,2827
1,cup,17329,5
0.75,cup,17329,2
1.5,cups,17329,6
1,teaspoon,17329,19
0.5,cup,17329,66
3,NULL,17334,853
4,tablespoons,17334,68
2,cups,17334,1138
1,NULL,17334,181
1,NULL,17334,27
1,cup,17334,11
0.5,cup,17334,193
0.5,teaspoon,17334,7
0.5,teaspoon,17334,3
0.5,teaspoon,17334,10
0.5,cup,17334,243
0.5,cup,17335,37
0.5,cup,17335,28
0.125,teaspoon,17335,3
1.5,teaspoons,17335,12
5,NULL,17335,15
0.25,cup,17335,11
2,NULL,17336,187
1,NULL,17336,208
1.75,cups,17336,6
1,teaspoon,17336,7
0.5,teaspoon,17336,19
0.666666667,cup,17336,11
1,tablespoon,17336,12
0.75,cup,17336,5
0.5,cup,17336,2
0.25,NULL,17336,15
0.25,cup,17336,58
1.5,cups,17337,2
1,tablespoon,17337,5
0.5,cup,17337,242
0.128,teaspoon,17337,155
0.25,teaspoon,17337,3
1,teaspoon,17337,12
2,tablespoons,17337,18
1,pound,17339,834
2,cans,17339,1012
0.333333333,cup,17339,22
0.333333333,cup,17339,264
0.333333333,cup,17339,1248
6,NULL,17340,764
1,cup,17340,770
0.5,cup,17340,2367
1,NULL,17340,852
2,cans,17340,1072
1,cup,17341,40
2,tablespoons,17341,5
0.5,teaspoon,17341,45
1,cup,17341,2547
4,ounces,17341,773
1,can,17341,92
0.5,small,17341,861
1,cup,17341,1083
1,tablespoon,17341,127
0,NULL,17341,836
1,tablespoon,17341,10
0,NULL,17341,255
2,cups,17344,6
2,teaspoons,17344,7
2,teaspoons,17344,19
0.5,teaspoon,17344,3
2,teaspoons,17344,18
2,cups,17344,2
4,NULL,17344,4
1.333333333,cups,17344,10
4,cups,17344,104
0.75,cup,17344,25
2,cups,17345,435
0.5,NULL,17345,15
0.5,cup,17345,53
1,teaspoon,17345,12
6,NULL,17345,30
0.5,cup,17345,2
0.333333333,cup,17345,53
1.5,teaspoons,17345,12
0.125,teaspoon,17345,3
6,NULL,17345,187
0.25,cup,17345,2
0,NULL,17345,316
0.666666667,cup,17346,23
0.666666667,cup,17346,303
0.666666667,cup,17346,6
0.5,cup,17346,2
0.5,cup,17346,5
2,tablespoons,17346,62
1,teaspoon,17346,19
1,can,17346,385
