,Recipe Name,Prepare Time,Cook Time,Total Time,RecipeID,Servings
413,Creamy Frosting Recipe ,NULL,NULL,NULL,7555,15
414,Lemon Cream Cheese Frosting Recipe ,NULL,NULL,NULL,7556,15
415,Seven Minute Frosting I Recipe ,NULL,NULL,NULL,7557,12
416,Marshmallow Icing Recipe ,NULL,NULL,NULL,7558,12
417,Seafoam Icing Recipe ,NULL,NULL,NULL,7559,12
418,Poppy Seed Chiffon Recipe ,NULL,NULL,NULL,7560,14
419,Caramel Frosting III Recipe ,NULL,NULL,NULL,7561,20
420,Cone Cupcakes Recipe ,NULL,NULL,NULL,7562,24
421,Too Much Chocolate Cake Recipe ,NULL,NULL,NULL,7565,12
422,Orange Sunshine Cake Recipe ,NULL,NULL,NULL,7566,36
423,Rainbow Cake Recipe ,NULL,NULL,NULL,7567,36
424,Popcorn Cake I Recipe ,30,5,35,7568,14
425,Hummingbird Cake I Recipe ,NULL,NULL,NULL,7569,14
426,Battenburg Cake Recipe ,30,30,90,7570,12
427,Bridal Shower Cake Recipe ,30,25,115,7572,8
428,Pie Cake Recipe ,NULL,NULL,NULL,7576,18
429,Mocha Icing Recipe ,NULL,NULL,NULL,7578,12
430,Apricot Filling and Frosting for Angel Food Cakes Recipe ,20,10,90,7579,12
431,Snowy Boiled Icing Recipe ,NULL,NULL,NULL,7580,15
432,Tomato Soup Cake I Recipe ,NULL,NULL,NULL,7583,16
433,Amaretto Cheesecake II Recipe ,30,60,240,7586,12
434,Irish Cream Cheesecake Recipe ,NULL,NULL,NULL,7587,12
435,Genoise Recipe ,NULL,NULL,NULL,7590,10
436,'Aunt Johnnie''s Pound Cake Recipe ',30,90,120,7591,12
437,Sour Cream Coffee Cake II Recipe ,NULL,NULL,NULL,7592,12
438,Yellow Pound Cake Recipe ,NULL,NULL,NULL,7593,14
439,'Absolutely Delicious ''Scratch'' Cake! Recipe ',15,60,75,7595,18
440,Cream Cheese Pound Cake II Recipe ,30,60,90,7597,12
441,Peanut Butter and Chocolate Candy Cake Recipe ,NULL,NULL,NULL,7598,25
442,Mint Buttercream Frosting With Dark Chocolate Glaze Recipe ,NULL,NULL,NULL,7600,12
443,Chocolate Mint Mayonnaise Cake Recipe ,NULL,NULL,NULL,7601,24
444,Sad Cake Recipe ,NULL,NULL,NULL,7602,24
445,Raspberry and Strawberry Buckle Recipe ,NULL,NULL,NULL,7603,15
446,Hot Fudge Pudding Cake I Recipe ,NULL,NULL,NULL,7604,10
447,No Bake Fruitcake Recipe ,NULL,NULL,NULL,7605,18
448,Caramel Nougat Cake IV Recipe ,NULL,NULL,NULL,7606,14
449,Chocolate Marshmallow Icing Recipe ,NULL,NULL,NULL,7607,12
450,Peanut Candy Bar Cake Recipe ,NULL,NULL,NULL,7608,24
451,Blackberry Wine Cake I Recipe ,NULL,NULL,NULL,7609,14
452,Banana Nut Cake Recipe ,30,30,60,7610,12
453,Honey Bun Cake II Recipe ,NULL,NULL,NULL,7611,24
454,'Chocolate Lovers'' Favorite Cake Recipe ',30,60,120,7612,12
455,Lane Cake Recipe ,NULL,NULL,NULL,7613,10
456,Lane Cake Filling Recipe ,10,20,30,7614,12
457,Apple Cake I Recipe ,NULL,NULL,NULL,7615,24
458,Chocolate Chocolate Chip Dream Cake Recipe ,NULL,NULL,NULL,7616,14
459,Very Special Tomato Spice Cake Recipe ,NULL,NULL,NULL,7618,12
460,Dutch Apple Cake Recipe ,NULL,NULL,NULL,7619,15
461,Cornstarch Cake Recipe ,NULL,NULL,NULL,7621,12
462,White Mountain Cake Recipe ,35,25,60,7623,12
463,White Mountain Frosting Recipe ,NULL,NULL,NULL,7624,20
464,Maple Walnut Frosting Recipe ,20,NULL,20,7626,12
465,Almond Paste Recipe ,20,NULL,20,7627,12
466,White Cream Cake Recipe ,NULL,NULL,NULL,7630,24
467,Granny Cake I Recipe ,30,25,55,7632,24
468,Banana Angel Food Cake Recipe ,30,60,90,7634,12
469,Screw Pine Cake Recipe ,NULL,NULL,NULL,7635,24
470,Halloween Layer Cake Recipe ,30,30,60,7636,24
471,Philly Cheesecake Recipe ,30,60,90,7639,10
472,Gob Cake Recipe ,NULL,NULL,NULL,7640,24
473,One ,NULL,NULL,NULL,7642,24
474,German Christmas Gingerbread Recipe ,NULL,NULL,NULL,7643,14
475,Double Chocolate Cake II Recipe ,NULL,NULL,NULL,7647,16
476,Chocolate Buttercream Recipe ,NULL,NULL,NULL,7649,20
477,'Poor Man''s Cake I Recipe ',30,60,90,7651,18
478,Chocaroon Cake Recipe ,NULL,NULL,NULL,7652,12
479,Orange Pecan Cake Recipe ,NULL,NULL,NULL,7653,14
480,Almond Lemon Cake Recipe ,40,70,110,7654,14
481,Citrus Carrot Cake Recipe ,NULL,NULL,NULL,7655,18
482,Old Hermit Cake Recipe ,NULL,NULL,NULL,7656,14
483,Praline Cheesecake Recipe ,NULL,NULL,NULL,7668,12
484,Apricot Nectar Cake I Recipe ,NULL,NULL,NULL,7669,14
485,Sourdough Chocolate Cake Recipe ,NULL,NULL,NULL,7671,18
486,Very Moist Gumdrop Cake Recipe ,NULL,NULL,NULL,7672,30
487,Crushed Pineapple Fruitcake Recipe ,15,150,645,7673,14
488,Hummingbird Cake II Recipe ,NULL,NULL,NULL,7675,12
489,Minnehaha Cake Recipe ,30,30,120,7676,18
490,Royal Icing Recipe ,NULL,NULL,NULL,7677,12
491,Scripture Cake Recipe ,NULL,NULL,NULL,7678,18
492,Boiled Raisin Cake II Recipe ,NULL,NULL,NULL,7680,12
493,Cassata Cake Recipe ,NULL,NULL,NULL,7682,12
494,Cassata Cake Ricotta Cheese Filling Recipe ,NULL,NULL,NULL,7683,12
495,Whippee Ripple Strawberry Cake Recipe ,NULL,NULL,NULL,7684,24
496,Wacky Cake II Recipe ,NULL,NULL,NULL,7685,12
497,Wonderful Banana Cake Recipe ,NULL,NULL,NULL,7686,24
498,Angel Icing Recipe ,NULL,NULL,NULL,7688,12
499,Marshmallow Cake Recipe ,NULL,NULL,NULL,7689,24
500,Johnny Cake Recipe ,NULL,NULL,NULL,7694,12
501,Mocha Cream Recipe ,NULL,NULL,NULL,7699,16
502,"Eggless, Milkless, Butterless Cake II Recipe ",NULL,NULL,NULL,7701,10
503,Festive Fruitcake Recipe ,NULL,NULL,NULL,7705,48
504,Pinto Bean Cake Recipe ,NULL,NULL,NULL,7706,14
505,'Mom''s Brazil Nut Fruitcake Recipe ',NULL,NULL,NULL,7707,12
506,Black Forest Dump Cake I Recipe ,20,60,80,7708,24
507,Coconut Pecan Cake Recipe ,NULL,NULL,NULL,7709,18
508,Carrot Cake IV Recipe ,NULL,NULL,NULL,7710,10
509,Orange Juice Cake Recipe ,NULL,NULL,NULL,7711,12
510,Brownie Caramel Cheesecake Recipe ,30,60,270,7713,12
511,Lemon Pound Cake II Recipe ,NULL,NULL,NULL,7716,12
512,Self,NULL,NULL,NULL,7717,12
513,Christmas Cherry Cake Recipe ,NULL,NULL,NULL,7718,24
514,Chocolate Earthquake Cake I Recipe ,NULL,NULL,NULL,7719,18
515,Rum and Raisin Cake Recipe ,NULL,NULL,NULL,7720,14
516,'Katrina''s Banana Cake Recipe ',NULL,NULL,NULL,7721,16
517,Buttermilk Pound Cake II Recipe ,15,90,105,7722,12
518,Chocolate Roll I Recipe ,NULL,NULL,NULL,7723,24
519,Foamy Butter Sauce Recipe ,NULL,NULL,NULL,7725,8
520,Blizzard Cake Recipe ,NULL,NULL,NULL,7728,24
521,Self,NULL,NULL,NULL,7729,30
522,Caramel Raisin Cheesecake Recipe ,NULL,NULL,NULL,7730,12
523,Carrot Fruit Ring Recipe ,NULL,NULL,NULL,7731,14
524,Banana Cake III Recipe ,NULL,NULL,NULL,7732,12
525,Apricot Brandy Pound Cake I Recipe ,NULL,NULL,NULL,7734,12
526,German Chocolate Cake I Recipe ,NULL,NULL,NULL,7735,12
527,Chocolate Cheese Frosting Recipe ,15,NULL,15,7737,12
528,Almond Coconut Chocolate Cake Recipe ,20,40,60,7738,NULL
529,Coconut Chocolate Cake I Recipe ,NULL,NULL,NULL,7739,12
530,Marzipan Recipe ,30,NULL,1440,7740,16
531,Banana Split Cheesecake Recipe ,NULL,NULL,NULL,7741,18
532,Apple Dump Cake Recipe ,NULL,NULL,NULL,7742,24
533,Watergate Cake I Recipe ,NULL,NULL,NULL,7743,24
534,Toasted Butter Pecan Cake Recipe ,NULL,NULL,NULL,7745,36
535,'Aunt Mary''s Vanilla Frosting Recipe ',NULL,NULL,NULL,7748,10
536,'Cookies ''n Cream Cake Recipe ',30,35,85,7749,12
537,Holiday Refrigerator Cake Recipe ,NULL,NULL,NULL,7750,10
538,Cherry Nut Snow Cake Recipe ,30,60,90,7752,12
539,Nectar Kake Recipe ,NULL,NULL,NULL,7755,14
540,Watergate Cake II Recipe ,NULL,NULL,NULL,7756,18
541,Zucchini Cake III Recipe ,NULL,NULL,NULL,7758,14
542,"Apple, Carrot, Or Zucchini Cake Recipe ",NULL,NULL,NULL,7760,18
543,Laurie Lundy Cake Recipe ,NULL,NULL,NULL,7761,18
544,Chocolate Mocha Cake II Recipe ,NULL,NULL,NULL,7762,24
545,Greek Lemon Cake Recipe ,30,50,90,7763,12
546,Death By Chocolate I Recipe ,NULL,NULL,NULL,7764,16
547,Death By Chocolate II Recipe ,NULL,NULL,NULL,7765,16
548,Fourteen K Carrot Cake Recipe ,NULL,NULL,NULL,7767,24
549,Butterscotch Cake I Recipe ,NULL,NULL,NULL,7768,24
550,Soccer Ball Cake Recipe ,45,75,195,7769,8
551,Lemon Icing Recipe ,5,NULL,5,7770,12
552,'Bride''s Cake Recipe ',NULL,NULL,NULL,7771,40
553,Ice Cream Cake Recipe ,NULL,NULL,NULL,7772,14
554,Maple Nut Cake Recipe ,NULL,NULL,NULL,7773,12
555,Wacky Cake III Recipe ,NULL,NULL,NULL,7775,14
556,Quick Vanilla Frosting Recipe ,NULL,NULL,NULL,7776,15
557,Strawberry Marble Cake Recipe ,NULL,NULL,NULL,7777,15
558,Black Walnut Cake I Recipe ,30,90,120,7779,14
559,Oatmeal Cake I Recipe ,NULL,NULL,NULL,7781,18
560,Mr. Goodbar Frosting Recipe ,NULL,NULL,NULL,7783,15
561,Raspberry Almond Coffeecake Recipe ,30,60,90,7784,10
562,Strawberry Twinkie Dessert Recipe ,NULL,NULL,NULL,7785,18
563,Mocha Cake I Recipe ,NULL,NULL,NULL,7786,14
564,Thirty Minute Yellow Cake Recipe ,5,25,30,7787,12
565,Better Than Brad Pitt Cake Recipe ,NULL,NULL,NULL,7788,18
566,Chewy Peanut Butter Strips Recipe ,20,30,110,7789,24
567,Rhubarb Pudding Cake Recipe ,NULL,NULL,NULL,7791,12
568,Plum Cake Recipe ,20,40,60,7792,8
569,Strawberry Dream Cake I Recipe ,NULL,NULL,NULL,7793,24
570,Rich Yellow Cake Recipe ,NULL,NULL,NULL,7794,20
571,Coconut Chiffon Cake Recipe ,NULL,NULL,NULL,7795,14
572,Fondant Frosting Recipe ,20,10,30,7797,12
573,Lemon Cream Recipe ,NULL,NULL,NULL,7798,12
574,Punch Bowl Cake I Recipe ,NULL,NULL,NULL,7799,15
575,Cream Cake Recipe ,20,30,50,7800,9
576,Peach Filled Cake Recipe ,NULL,NULL,NULL,7802,16
577,Peach Graham Upside Down Torte Recipe ,NULL,NULL,NULL,7803,12
578,Neiman Marcus Cake I Recipe ,NULL,NULL,NULL,7804,14
579,Orange Glaze I Recipe ,NULL,NULL,NULL,7805,6
580,Orange Oatmeal Cake Recipe ,NULL,NULL,NULL,7806,24
581,German Marble Cake Recipe ,NULL,NULL,NULL,7807,14
582,Chocolate Orange Marble Cake Recipe ,NULL,NULL,NULL,7808,14
583,Birthday Party Cake Recipe ,20,20,40,7809,30
584,Baked Alaska Dessert Recipe ,NULL,NULL,NULL,7810,12
585,Lemon Cheese Cake Recipe ,NULL,NULL,NULL,7813,12
586,'Mam''s Black Cake Recipe ',NULL,NULL,NULL,7814,30
587,Caramel Cake I Recipe ,NULL,NULL,NULL,7815,24
588,Better Than Sex Cake III Recipe ,NULL,NULL,NULL,7816,24
589,White Cake with Lemon Filling Recipe ,NULL,NULL,NULL,7817,12
590,Lemon Filling Recipe ,NULL,NULL,NULL,7818,12
591,Apricot Brandy Pound Cake II Recipe ,NULL,NULL,NULL,7819,12
592,Chocolate Custard Cake Recipe ,NULL,NULL,NULL,7821,12
593,Molasses Sponge Cake Recipe ,NULL,NULL,NULL,7822,14
594,Lemon Pecan Pound Cake Recipe ,NULL,NULL,NULL,7823,14
595,Williamsburg Orange Cake Recipe ,30,60,90,7824,18
596,Raspberry Nut Butter Cake Recipe ,NULL,NULL,NULL,7826,14
597,Poke Cake I Recipe ,NULL,NULL,NULL,7827,14
598,'Diane''s German Chocolate Cake Recipe ',15,35,50,7828,10
599,Poke Cake II Recipe ,NULL,NULL,NULL,7829,12
600,'Gramma''s Party Cake Recipe ',NULL,NULL,NULL,7830,24
601,Creamy Cheesecake Recipe ,NULL,NULL,NULL,7832,12
602,Pumpkin Cheesecake I Recipe ,20,50,70,7835,16
603,Ice Box Cake II Recipe ,15,10,385,7838,12
604,Baby Food Cake I Recipe ,NULL,NULL,NULL,7839,12
605,Apricot Nectar Cake II Recipe ,NULL,NULL,NULL,7840,12
606,Lemon Apricot Cake Recipe ,NULL,NULL,NULL,7842,12
607,Pink Princess Cake Recipe ,NULL,NULL,NULL,7843,12
608,Lemon Coconut Apricot Cake Recipe ,NULL,NULL,NULL,7844,12
609,Raspberry Icebox Cake Recipe ,NULL,NULL,NULL,7845,14
610,Cake and Ice Cream Cake Recipe ,30,NULL,210,7846,12
611,Lemonade Cake II Recipe ,NULL,NULL,NULL,7847,14
612,Double Chocolate Marble Cake Recipe ,NULL,NULL,NULL,7848,14
613,Chocolate Banana Cake Recipe ,15,35,50,7849,12
614,Lemonade Cake III Recipe ,NULL,NULL,NULL,7850,14
615,Apricot Fruitcake Recipe ,NULL,NULL,NULL,7851,24
616,Easter Cake Recipe ,40,60,160,7852,12
617,Simnel Cake Recipe ,NULL,NULL,NULL,7853,14
618,Nutty Graham Cake Recipe ,NULL,NULL,NULL,7854,12
619,Toffee Cake Recipe ,10,NULL,1450,7855,12
620,Cream of Coconut Cake Recipe ,NULL,NULL,NULL,7856,24
621,'Mom''s Date Pudding Cake Recipe ',NULL,NULL,NULL,7857,24
622,Ruthie Cheese Cake Recipe ,NULL,NULL,NULL,7858,12
623,'Momma''s Wine Cake Recipe ',NULL,NULL,NULL,7859,12
624,Pumpkin Cake I Recipe ,15,60,80,7860,12
625,Icelandic Christmas Cake Recipe ,NULL,NULL,NULL,7861,15
626,Chocolate Angel Torte Recipe ,NULL,NULL,NULL,7862,12
627,Almond Filling Recipe ,20,5,25,7863,10
628,Lemon Chiffon Cake Recipe ,30,60,180,7864,14
629,Fluffy Two Step Cheesecake I Recipe ,30,NULL,210,7865,10
630,'Mom''s Chocolate Cake Recipe ',NULL,NULL,NULL,7867,24
631,Mock Angel Food Cake Recipe ,NULL,NULL,NULL,7868,10
632,Neiman Marcus Cake II Recipe ,NULL,NULL,NULL,7869,14
633,Best Boiled Fruitcake Recipe ,NULL,NULL,NULL,7870,10
634,Wacky Cake IV Recipe ,NULL,NULL,NULL,7872,14
635,'Millionaire''s Cake Recipe ',30,60,90,7873,24
636,Matrimonial Bliss Recipe ,25,35,60,7874,16
637,Pudding Poke Cake Recipe ,NULL,NULL,NULL,7875,14
638,Cherry Almond Coffeecake Recipe ,NULL,NULL,NULL,7876,24
639,Yellow Angel Food Cake Recipe ,NULL,NULL,NULL,7877,12
640,Raw Apple Pound Cake Recipe ,NULL,NULL,NULL,7881,12
641,Banana Pudding Cake Recipe ,30,60,120,7883,12
642,Two Part Angel Cake Recipe ,NULL,NULL,NULL,7884,14
643,Decorator Frosting II Recipe ,NULL,NULL,NULL,7886,24
644,Genoese Sponge Recipe ,NULL,NULL,NULL,7894,14
645,Pear Cake Recipe ,NULL,NULL,NULL,7895,14
646,Scottish Gingerbread Recipe ,NULL,NULL,NULL,7896,18
647,Applesauce Oatmeal Cake Recipe ,NULL,NULL,NULL,7898,14
648,Banana Oatmeal Crumb Cake Recipe ,NULL,NULL,NULL,7899,12
649,Thirty Day Friendship Cake Recipe ,60,60,43320,7900,48
650,'Webb''s Cake Recipe ',NULL,NULL,NULL,7901,24
651,Sugar Free Mocha Cheesecake Recipe ,NULL,NULL,NULL,7902,12
652,Unbaked Fruit Cake Recipe ,30,NULL,10110,7913,20
653,Rhubarb Cake II Recipe ,NULL,NULL,NULL,7914,24
654,'Mom''s Rum Cake Recipe ',NULL,NULL,NULL,7916,14
655,Chocolate Web Cake Recipe ,NULL,NULL,NULL,7917,12
656,Almond Rum Cake Recipe ,30,90,120,7920,14
657,Apple Coffee Cake With Brown Sugar Sauce Recipe ,30,60,90,7922,12
658,Brown Sugar Sauce for Coffee Cake Recipe ,NULL,NULL,NULL,7923,10
659,Brownstone Front Chocolate Cake Recipe ,NULL,NULL,NULL,7924,12
660,Blue Cheese Cheesecake Recipe ,NULL,NULL,NULL,7925,12
661,Ugly Duckling Cake II Recipe ,NULL,NULL,NULL,7928,15
662,Secret Cake Recipe ,NULL,NULL,NULL,7931,18
663,Honey Vanilla Cheesecake with Gingersnap Crust Recipe ,35,80,1615,7933,12
664,Blueberry Cheesecake Recipe ,NULL,NULL,NULL,7934,12
665,Colby Cheesecake Recipe ,30,60,1540,7936,12
666,Very Berry Cheesecake Recipe ,30,60,90,7937,10
667,Chocolate Cheesecake I Recipe ,NULL,NULL,NULL,7939,12
668,Floating Brownie Recipe ,NULL,NULL,NULL,7940,12
669,'Valerie''s Cherry Choco',NULL,NULL,NULL,7943,24
670,Fast and Easy Low,NULL,NULL,NULL,7944,14
671,Key Lime Cheesecake II Recipe ,30,60,90,7948,12
672,Lemon Cake with Lemon Filling and Lemon Orange Frosting Recipe ,60,60,120,7949,12
673,Lemon Jelly Filling Recipe ,NULL,NULL,NULL,7950,15
674,Lemon Orange Frosting Recipe ,NULL,NULL,NULL,7951,20
675,Honeyed Apple Cake Recipe ,NULL,NULL,NULL,7953,14
676,Apple Sour Cream Streusel Cake Recipe ,NULL,NULL,NULL,7954,14
677,Chocolate Applesauce Cake I Recipe ,NULL,NULL,NULL,7955,18
678,Dark Chocolate Orange Cake Recipe ,NULL,NULL,NULL,7956,14
679,Richest Ever Chocolate Pound Cake Recipe ,NULL,NULL,NULL,7957,14
680,Pumpkin Chocolate Chip Muffins Recipe ,10,20,30,7958,12
681,Mississippi Mud Cake III Recipe ,NULL,NULL,NULL,7959,14
682,Chocolate Graham Nut Cake Recipe ,NULL,NULL,NULL,7961,18
683,Fluffy Buttercream Frosting Recipe ,NULL,NULL,NULL,7964,10
684,Guava Cake Recipe ,NULL,NULL,NULL,7966,14
685,Coco,NULL,NULL,NULL,7967,24
686,Jewish Apple Cake I Recipe ,NULL,NULL,NULL,7969,14
687,Best Ever Cheesecake Recipe ,NULL,NULL,NULL,7970,12
688,'Joan''s Fudge Icing Recipe ',NULL,NULL,NULL,7972,15
689,Overnight Coffee Cake Recipe ,15,45,540,7973,12
690,Chocolate Mousse Cheesecake Recipe ,15,60,1515,7974,10
691,Eggnog Cheesecake Recipe ,30,60,450,7976,12
692,Raisin Cheesecake Recipe ,NULL,NULL,NULL,7979,10
693,Pecan Cheesecake Recipe ,45,60,255,7980,16
694,Cherries in the Snow Cake I Recipe ,NULL,NULL,NULL,7982,18
695,Two Bowl Cake Recipe ,NULL,NULL,NULL,7984,24
696,Blueberry Buckle Recipe ,NULL,NULL,NULL,7985,10
697,Peach Cobbler Dump Cake I Recipe ,10,45,55,7987,24
698,Chocolate Chip Apple Cake Recipe ,NULL,NULL,NULL,7988,14
699,Fresh Apple Spice Cake Recipe ,NULL,NULL,NULL,7989,14
700,Turtles® Cheesecake Recipe ,NULL,NULL,NULL,7990,12
701,Chocolate Cream Frosting Recipe ,15,NULL,45,7991,12
702,Saucy Cherry Cake Recipe ,NULL,NULL,NULL,7993,12
703,Coconut Poke Cake Recipe ,30,60,120,7994,24
704,Oreo® Cookie Cake Recipe ,30,NULL,60,7995,24
705,Fruit Cocktail Cake III Recipe ,30,30,60,7996,18
706,Never Fail Applesauce Spice Cake Recipe ,NULL,NULL,NULL,7997,18
707,Italian Love Cake Recipe ,25,90,175,7998,18
708,Strawberry Cream Roll Recipe ,45,15,150,8000,15
709,Oooh Baby Chocolate Prune Cake Recipe ,NULL,NULL,NULL,8001,12
710,Chocolate Ganache Icing Recipe ,20,5,25,8002,10
711,Two Step Creamy Cheesecake Recipe ,NULL,NULL,NULL,8005,12
712,Watergate Cake III Recipe ,NULL,NULL,NULL,8008,18
713,Chocolate Applesauce Cake II Recipe ,NULL,NULL,NULL,8010,25
714,Hot Fudge Frosting Recipe ,NULL,NULL,NULL,8013,8
715,'Simple ''N'' Delicious Chocolate Cake Recipe ',15,35,80,8014,8
716,Dump Cake V Recipe ,15,60,75,8016,18
717,Whiskey Cake I Recipe ,NULL,NULL,NULL,8017,12
718,Sauerkraut Apple Cake Recipe ,NULL,NULL,NULL,8018,18
719,Almond Pound Cake Recipe ,60,60,120,8019,12
720,Fruitcake Recipe ,NULL,NULL,NULL,8020,16
721,Petits Fours Frosting Recipe ,NULL,NULL,NULL,8021,8
722,Red Velvet Cake II Recipe ,30,30,90,8022,12
723,Pour Cake Recipe ,NULL,NULL,NULL,8023,12
724,Half,NULL,NULL,NULL,8024,10
725,Sugarless Fruitcake Recipe ,NULL,NULL,NULL,8026,12
726,Vanilla Wafer Cake I Recipe ,NULL,NULL,NULL,8027,10
727,Simply The Best Chocolate Cake Recipe ,NULL,NULL,NULL,8028,18
728,'Lisa''s Chocolate Chocolate Chip Cake Recipe ',NULL,NULL,NULL,8030,12
729,Angel Food Cupcakes Recipe ,NULL,NULL,NULL,8031,12
730,Mocha Fudge Cake Recipe ,NULL,NULL,NULL,8032,12
731,"Eggless, Milkless, Butterless Cake III Recipe ",NULL,NULL,NULL,8036,12
732,No Guilt Cheesecake Recipe ,NULL,NULL,NULL,8037,12
733,Better than Sex Cake IV Recipe ,NULL,NULL,NULL,8038,18
734,Bee Sting Cake (Bienenstich) II Recipe ,NULL,NULL,NULL,8039,16
735,Pineapple Cake III Recipe ,NULL,NULL,NULL,8040,18
736,Watergate Cake IV Recipe ,NULL,NULL,NULL,8041,18
737,'Pig Pickin'' Cake Recipe ',NULL,NULL,NULL,8043,10
738,Cakes In A Cone Recipe ,NULL,NULL,NULL,8045,24
739,Jam Cake Recipe ,NULL,NULL,NULL,8046,12
740,Orange Cake Recipe ,30,60,120,8047,12
741,Mystery Chocolate Cake Recipe ,NULL,NULL,NULL,8049,24
742,Rich and Chocolaty Syrup Cake Recipe ,10,45,55,8050,18
743,Four Egg Yellow Cake Recipe ,NULL,NULL,NULL,8051,24
744,Applesauce Cake II Recipe ,NULL,NULL,NULL,8052,24
745,Sour Cream Bundt Cake Recipe ,NULL,NULL,NULL,8053,12
746,Fanny the Fish Recipe ,NULL,NULL,NULL,8054,16
747,Pork,NULL,NULL,NULL,8055,20
748,Pancakes Recipe ,NULL,NULL,NULL,8056,5
749,Mocha Cake III Recipe ,NULL,NULL,NULL,8057,12
750,Ooey Goey Cake Recipe ,NULL,NULL,NULL,8058,14
751,Popcorn Cake II Recipe ,20,5,30,8059,14
752,Passover Sponge Cake (Plava) Recipe ,NULL,NULL,NULL,8060,14
753,Ice Cream Cone Treats Recipe ,NULL,NULL,NULL,8062,30
754,Cake Mixes from Scratch and Variations Recipe ,20,35,55,8063,24
755,Chocolate Cookie Cake Recipe ,NULL,NULL,NULL,8064,10
756,'Poor Man''s Cake II Recipe ',10,100,110,8065,18
757,Heritage Jam Cake Recipe ,30,60,90,8068,12
758,Kentucky Fruit Filling Recipe ,NULL,NULL,NULL,8069,12
759,Blackberry Jam Cake I Recipe ,NULL,NULL,NULL,8070,12
760,Five Flavor Pound Cake II Recipe ,NULL,NULL,NULL,8074,14
761,Mincemeat Cake Recipe ,NULL,NULL,NULL,8075,12
762,Caramel Cream Frosting Recipe ,NULL,NULL,NULL,8076,8
763,Italian Creme Layer Cake Recipe ,30,30,90,8078,12
764,Amazing Corn Cake Recipe ,20,30,50,8080,18
765,German Chocolate Sauerkraut Cake Recipe ,NULL,NULL,NULL,8081,12
766,Mini Cheesecakes II Recipe ,20,25,105,8083,12
767,Gooey Butter Cake III Recipe ,NULL,NULL,NULL,8088,18
768,Chess Cake Recipe ,30,60,90,8089,18
769,Red Velvet Cake III Recipe ,NULL,NULL,NULL,8090,18
770,Ho Ho Cake Recipe ,NULL,NULL,NULL,8091,18
771,Hawaiian Wedding Cake I Recipe ,NULL,NULL,NULL,8092,12
772,Japanese Fruit Cake I Recipe ,50,25,75,8093,12
773,Boiled Cake Recipe ,NULL,NULL,NULL,8096,18
774,French Chocolate Cake Recipe ,35,45,140,8098,12
775,Cooky Corn Cake Recipe ,NULL,NULL,NULL,8099,24
776,Wacky Cake V Recipe ,NULL,NULL,NULL,8100,18
777,Mandarin Orange Cake I Recipe ,30,60,120,8101,18
778,Sock It to Me Cake IV Recipe ,NULL,NULL,NULL,8102,14
779,Fudgy Cream Cheese Tunnel Cake Recipe ,30,65,155,8103,12
780,"Fruit Cocktail Cake with Sweet, Buttery Sauce Recipe ",NULL,NULL,NULL,8105,8
781,Orange Oatmeal Muffins Recipe ,NULL,NULL,NULL,8107,12
782,Sweet Potato Cake Recipe ,40,30,130,8108,12
783,Shoo Fly Cake Recipe ,NULL,NULL,NULL,8109,18
784,Maple Icing Recipe ,NULL,NULL,NULL,8112,12
785,Japanese Fruit Cake II Recipe ,60,40,100,8113,48
786,Chocolate Mayonnaise Cake II Recipe ,NULL,NULL,NULL,8115,15
787,Oat Bran Muffins Recipe ,NULL,NULL,NULL,8116,12
788,Cranberry Cake Recipe ,NULL,NULL,NULL,8118,12
789,Easy Chocolate Banana Cake Recipe ,NULL,NULL,NULL,8119,18
790,"Pralines, Coffee and Cream Cake Recipe ",30,30,60,8120,18
791,Peanut Butter and Banana Frosting Recipe ,NULL,NULL,NULL,8121,10
792,Caterpillar Cake Recipe ,NULL,NULL,NULL,8122,12
793,Banana Raisin Cake Recipe ,NULL,NULL,NULL,8123,14
794,New Duchess Spice Cake with Maple Buttercream Frosting Recipe ,NULL,NULL,NULL,8127,14
795,Beet Surprise Cake Recipe ,30,40,70,8128,18
796,Chocolate Earthquake Cake II Recipe ,NULL,NULL,NULL,8129,18
797,Sour Cream Coffee Cake III Recipe ,15,40,55,8130,18
798,Cheesecake Chewies Recipe ,NULL,NULL,NULL,8131,18
799,Apple Walnut Pound Cake Recipe ,NULL,NULL,NULL,8132,12
800,'Aunt Mary''s Chocolate Cake Recipe ',30,40,70,8134,24
801,Best Buttercream Frosting Recipe ,NULL,NULL,NULL,8135,18
802,Cherry Chocolate Cake Recipe ,NULL,NULL,NULL,8136,24
803,Boston Cream Pie I Recipe ,NULL,NULL,NULL,8137,12
804,Boston Cream Pie II Recipe ,45,35,80,8138,12
805,Gluten,NULL,NULL,NULL,8139,24
806,Black Ice Recipe ,NULL,NULL,NULL,8140,15
807,Food For The Gods I Recipe ,NULL,NULL,NULL,8141,4
808,Taffy Apple Cake Recipe ,NULL,NULL,NULL,8142,12
809,Jewish Apple Cake II Recipe ,NULL,NULL,NULL,8143,14
810,Mardi Gras King Cake Recipe ,60,30,270,8144,16
811,Chocolate Cakes with Liquid Centers Recipe ,NULL,NULL,NULL,8145,4
812,Maple Walnut Muffins Recipe ,NULL,NULL,NULL,8146,12
813,Oatmeal Cake II Recipe ,NULL,NULL,NULL,8147,24
814,Sticky Toffee Pudding Cake Recipe ,25,30,65,8148,9
